"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"1";"68";"Ingvild";"Sangesland";"F";"NOR";"Øvrebø IL";"DNB Cup";"K Senior";"39:54.6";"0:00.0";"2018-02-02T10:12:54.6000000";"";"0+0+0+1"
"2";"61";"Lotte";"Lie";"F";"NOR";"Skatval Skilag";"DNB Cup";"K Senior";"39:56.5";"0:01.9";"2018-02-02T10:12:56.5000000";"";"0+0+1+2"
"3";"72";"Karoline";"Næss";"F";"NOR";"Bjerke IL Ski";"DNB Cup";"K Senior";"40:14.8";"0:20.2";"2018-02-02T10:13:14.8000000";"";"0+1+1+1"
"4";"69";"Ida Emilie";"Herfoss";"F";"NOR";"Drangedal Idrettslag - Skiskyt";"DNB Cup";"K Senior";"40:37.6";"0:43.0";"2018-02-02T10:13:37.6000000";"";"0+0+0+2"
"5";"64";"Anne Marit";"Bredalen";"F";"NOR";"Åsnes Skiskytterlag";"DNB Cup";"K Senior";"40:44.4";"0:49.8";"2018-02-02T10:13:44.4000000";"";"0+0+2+0"
"6";"62";"Turi Storstrøm";"Thoresen";"F";"NOR";"Alvdal IL";"DNB Cup";"K Senior";"40:54.2";"0:59.6";"2018-02-02T10:13:54.2000000";"";"0+0+2+2"
"7";"85";"Lene Berg";"Ådlandsvik";"F";"NOR";"Sørskogbygda IL";"DNB Cup";"K Senior";"41:09.2";"1:14.6";"2018-02-02T10:14:09.2000000";"";"2+2+1+1"
"8";"73";"Ragnhild";"Femsteinevik";"F";"NOR";"Hålandsdal IL";"DNB Cup";"K Senior";"41:15.0";"1:20.4";"2018-02-02T10:14:15.0000000";"";"3+1+0+2"
"9";"67";"Rikke Hald";"Andersen";"F";"NOR";"Asker Skiklubb";"DNB Cup";"K Senior";"41:21.2";"1:26.6";"2018-02-02T10:14:21.2000000";"";"0+4+1+1"
"10";"65";"Eline";"Grue";"F";"NOR";"Kvikne IL";"DNB Cup";"K Senior";"41:58.6";"2:04.0";"2018-02-02T10:14:58.6000000";"";"0+3+1+1"
"11";"81";"Kristin Våga";"Fløttum";"F";"NOR";"Skaun IL";"DNB Cup";"K Senior";"42:25.9";"2:31.3";"2018-02-02T10:15:25.9000000";"";"1+0+0+0"
"12";"66";"Kristin";"Hjelstuen";"F";"NOR";"Oslo Skiskytterlag";"DNB Cup";"K Senior";"42:43.6";"2:49.0";"2018-02-02T10:15:43.6000000";"";"0+0+1+1"
"13";"70";"Sofie";"Rostad";"F";"NOR";"Gjerdrum IL";"DNB Cup";"K Senior";"42:49.3";"2:54.7";"2018-02-02T10:15:49.3000000";"";"1+2+0+2"
"14";"86";"Ragnhild";"Oftedal";"F";"NOR";"Haltdalen IL";"DNB Cup";"K Senior";"42:56.4";"3:01.8";"2018-02-02T10:15:56.4000000";"";"0+1+0+0"
"15";"78";"Heidi";"Berlandstveit";"F";"NOR";"Hålandsdal IL";"DNB Cup";"K Senior";"43:30.9";"3:36.3";"2018-02-02T10:16:30.9000000";"";"1+1+2+2"
"16";"71";"Gunhild Viljugrein";"Stølen";"F";"NOR";"Bærums Skiklub";"DNB Cup";"K Senior";"43:31.8";"3:37.2";"2018-02-02T10:16:31.8000000";"";"2+1+1+0"
"17";"75";"Silje";"Bakken";"F";"NOR";"Leik IL";"DNB Cup";"K Senior";"43:45.3";"3:50.7";"2018-02-02T10:16:45.3000000";"";"0+4+1+0"
"18";"63";"Maren";"Wangensteen";"F";"NOR";"Vestre Slidre IL";"DNB Cup";"K Senior";"43:57.2";"4:02.6";"2018-02-02T10:16:57.2000000";"";"3+3+4+2"
"19";"91";"Tonje Marie";"Skjelstadås";"F";"NOR";"Meråker Skiskytterklubb";"DNB Cup";"K Senior";"44:12.7";"4:18.1";"2018-02-02T10:17:12.7000000";"";"0+1+4+2"
"20";"74";"Mari";"Sverdrup";"F";"NOR";"Dombås IL";"DNB Cup";"K Senior";"44:28.2";"4:33.6";"2018-02-02T10:17:28.2000000";"";"1+4+2+0"
"21";"76";"Anitra";"Vognild";"F";"NOR";"Bjerke IL Ski";"DNB Cup";"K Senior";"44:37.7";"4:43.1";"2018-02-02T10:17:37.7000000";"";"3+2+1+1"
"22";"79";"Åsne";"Ulvund";"F";"NOR";"Eldar IL";"DNB Cup";"K Senior";"44:54.7";"5:00.1";"2018-02-02T10:17:54.7000000";"";"1+0+2+1"
"23";"84";"Sara Ehrenpohl";"Sand (3427446)";"F";"NOR";"Byåsen Skiskytterlag";"DNB Cup";"K Senior";"45:10.1";"5:15.5";"2018-02-02T10:18:10.1000000";"";"1+3+2+2"
"24";"89";"Hedda Lundeberg";"Aas";"F";"NOR";"Bø Skiskyttarlag";"DNB Cup";"K Senior";"45:51.6";"5:57.0";"2018-02-02T10:18:51.6000000";"";"2+5+2+1"
"25";"90";"Frida Lovise";"Sørmo";"F";"NOR";"Bossmo & Ytteren IL";"DNB Cup";"K Senior";"46:28.7";"6:34.1";"2018-02-02T10:19:28.7000000";"";"0+3+2+1"
"26";"77";"Hilde";"Eide";"F";"NOR";"Øystre Slidre SSL";"DNB Cup";"K Senior";"0:15.0";"";"";"";"0"
"27";"83";"Mathilde";"Hustoft";"F";"NOR";"Asker Skiklubb";"DNB Cup";"K Senior";"0:15.0";"";"";"";"2"
"1";"1";"Erling";"Aalvik";"M";"NOR";"Kvam Langrenn og Skiskyttarklu";"DNB Cup";"M Senior";"38:49.4";"0:00.0";"2018-02-02T09:23:49.4000000";"";"1+0+2+1"
"2";"3";"Martin";"Femsteinevik";"M";"NOR";"Hålandsdal IL";"DNB Cup";"M Senior";"39:06.8";"0:17.4";"2018-02-02T09:24:06.8000000";"";"1+0+2+2"
"3";"10";"Johan Eirik";"Meland";"M";"NOR";"Markane IL";"DNB Cup";"M Senior";"39:19.2";"0:29.8";"2018-02-02T09:24:19.2000000";"";"1+0+1+1"
"4";"5";"Andreas";"Kvam";"M";"NOR";"Meldal IL";"DNB Cup";"M Senior";"39:34.6";"0:45.2";"2018-02-02T09:24:34.6000000";"";"1+0+3+1"
"5";"11";"Andreas Dahlø";"Wærnes";"M";"NOR";"Trondhjems Skiskyttere";"DNB Cup";"M Senior";"39:36.1";"0:46.7";"2018-02-02T09:24:36.1000000";"";"1+0+1+2"
"6";"9";"Vemund Ravnsborg";"Gurigard";"M";"NOR";"Vingrom IL";"DNB Cup";"M Senior";"39:36.9";"0:47.5";"2018-02-02T09:24:36.9000000";"";"0+0+3+0"
"7";"25";"Sverre Ryland";"Glomnes";"M";"NOR";"Fet Skiklubb - Skiskyting";"DNB Cup";"M Senior";"39:43.8";"0:54.4";"2018-02-02T09:24:43.8000000";"";"0+0+1+2"
"8";"6";"Sindre Fjellheim";"Jorde";"M";"NOR";"Asker Skiklubb";"DNB Cup";"M Senior";"39:45.0";"0:55.6";"2018-02-02T09:24:45.0000000";"";"2+1+1+2"
"9";"28";"Leif Malvin";"HJELMEVOLL";"M";"NOR";"Vik IL";"DNB Cup";"M Senior";"39:52.0";"1:02.6";"2018-02-02T09:24:52.0000000";"";"0+1+0+1"
"10";"38";"Jarle Midthjell";"Gjørven";"M";"NOR";"Markane IL";"DNB Cup";"M Senior";"39:53.6";"1:04.2";"2018-02-02T09:26:23.6000000";"";"0+0+2+0"
"11";"21";"Mattis";"HAUG";"M";"NOR";"Fet Skiklubb - Skiskyting";"DNB Cup";"M Senior";"40:05.2";"1:15.8";"2018-02-02T09:25:05.2000000";"";"1+0+2+0"
"12";"19";"Martin";"LINDLAND";"M";"NOR";"Bødalen IF";"DNB Cup";"M Senior";"40:12.8";"1:23.4";"2018-02-02T09:25:12.8000000";"";"0+2+2+0"
"13";"17";"Øystein";"Ulekleiv";"M";"NOR";"Dombås IL";"DNB Cup";"M Senior";"40:17.9";"1:28.5";"2018-02-02T09:25:17.9000000";"";"0+1+3+1"
"14";"32";"Arild";"Fosse";"M";"NOR";"Voss Skiskytterlag";"DNB Cup";"M Senior";"40:18.4";"1:29.0";"2018-02-02T09:26:48.4000000";"";"0+1+1+2"
"15";"24";"Ole Andreas";"Flotten";"M";"NOR";"Oppdal IL";"DNB Cup";"M Senior";"40:19.0";"1:29.6";"2018-02-02T09:25:19.0000000";"";"0+1+3+2"
"16";"22";"Bjarte";"Mørkve";"M";"NOR";"Eldar IL";"DNB Cup";"M Senior";"40:28.4";"1:39.0";"2018-02-02T09:25:28.4000000";"";"0+1+0+3"
"17";"18";"Hogne Findal";"Skar";"M";"NOR";"Sannidal IL";"DNB Cup";"M Senior";"40:29.4";"1:40.0";"2018-02-02T09:25:29.4000000";"";"1+0+1+2"
"18";"16";"Asbjørn";"Wold";"M";"NOR";"Vik IL";"DNB Cup";"M Senior";"40:39.9";"1:50.5";"2018-02-02T09:25:39.9000000";"";"0+1+1+1"
"19";"43";"Magnus";"Håkonsen";"M";"NOR";"Bø Skiskyttarlag";"DNB Cup";"M Senior";"40:53.5";"2:04.1";"2018-02-02T09:27:23.5000000";"";"1+0+1+1"
"20";"48";"Kristian Østberg";"Killingberg";"M";"";"Lier IL";"DNB Cup";"M Senior";"40:53.7";"2:04.3";"2018-02-02T09:27:23.7000000";"";"3+0+0+0"
"21";"41";"Vetle";"Løchting";"M";"NOR";"Sørskogbygda IL";"DNB Cup";"M Senior";"40:53.8";"2:04.4";"2018-02-02T09:27:23.8000000";"";"0+0+2+1"
"22";"31";"Joar Grov";"Turvoll";"M";"NOR";"Vik IL";"DNB Cup";"M Senior";"40:54.6";"2:05.2";"2018-02-02T09:27:24.6000000";"";"1+0+2+1"
"23";"13";"Amund Hoff";"Thomassen";"M";"NOR";"Sauda Skiskytterlag";"DNB Cup";"M Senior";"41:14.3";"2:24.9";"2018-02-02T09:26:14.3000000";"";"0+1+2+3"
"24";"27";"Ole Martin";"Erdal";"M";"NOR";"Førde IL";"DNB Cup";"M Senior";"41:15.5";"2:26.1";"2018-02-02T09:26:15.5000000";"";"3+2+0+0"
"25";"34";"Vegard Bruem";"Reistad";"M";"NOR";"Stiklestad IL";"DNB Cup";"M Senior";"41:16.7";"2:27.3";"2018-02-02T09:27:46.7000000";"";"0+1+3+0"
"26";"52";"Jens Petter";"Toresen";"M";"NOR";"Oslo Skiskytterlag";"DNB Cup";"M Senior";"41:17.5";"2:28.1";"2018-02-02T09:27:47.5000000";"";"0+0+2+1"
"27";"29";"Tommi";"Luchsinger";"M";"NOR";"IL Bevern";"DNB Cup";"M Senior";"41:18.9";"2:29.5";"2018-02-02T09:26:18.9000000";"";"0+3+3+2"
"28";"8";"Pål Kristian Grue";"Tufte";"M";"NOR";"Geilo IL";"DNB Cup";"M Senior";"41:22.1";"2:32.7";"2018-02-02T09:26:22.1000000";"";"1+2+4+2"
"29";"50";"Brage Malm";"MONSTAD";"M";"NOR";"Lier IL";"DNB Cup";"M Senior";"41:27.7";"2:38.3";"2018-02-02T09:27:57.7000000";"";"0+0+0+2"
"30";"36";"Thomas";"Storvik";"M";"NOR";"Bærums Skiklub";"DNB Cup";"M Senior";"41:29.9";"2:40.5";"2018-02-02T09:27:59.9000000";"";"1+0+0+2"
"31";"45";"Jonas Uglem";"MOBAKKEN";"M";"NOR";"Oslo Skiskytterlag";"DNB Cup";"M Senior";"41:45.1";"2:55.7";"2018-02-02T09:28:15.1000000";"";"1+0+2+1"
"32";"14";"Thomas";"Fenne";"M";"NOR";"Voss Skiskytterlag";"DNB Cup";"M Senior";"41:48.3";"2:58.9";"2018-02-02T09:26:48.3000000";"";"2+2+1+1"
"33";"20";"Simon Ågheim";"Kalkenberg";"M";"NOR";"Skonseng UL";"DNB Cup";"M Senior";"41:50.8";"3:01.4";"2018-02-02T09:26:50.8000000";"";"1+1+2+2"
"34";"44";"Steinar";"Valbø";"M";"NOR";"Drangedal Idrettslag - Skiskyt";"DNB Cup";"M Senior";"41:51.1";"3:01.7";"2018-02-02T09:28:21.1000000";"";"0+0+1+2"
"35";"54";"Kristian";"Grue";"M";"NOR";"Fet Skiklubb - Skiskyting";"DNB Cup";"M Senior";"41:58.3";"3:08.9";"2018-02-02T09:28:28.3000000";"";"1+1+0+1"
"36";"46";"Daniel";"Gustavfsson";"M";"NOR";"Biathlon Østersund";"DNB Cup";"M Senior";"41:59.4";"3:10.0";"2018-02-02T09:28:29.4000000";"";"1+1+2+2"
"37";"30";"Markus Zachariassen";"Rørvik";"M";"NOR";"Sandnes Skiskytterlag";"DNB Cup";"M Senior";"42:19.4";"3:30.0";"2018-02-02T09:27:19.4000000";"";"0+0+4+2"
"38";"49";"Ole Johann Rødvik";"Kilskar";"M";"NOR";"Frol IL";"DNB Cup";"M Senior";"42:20.9";"3:31.5";"2018-02-02T09:28:50.9000000";"";"0+0+2+3"
"39";"37";"Tobias Eid";"Løvås";"M";"NOR";"Trondhjems Skiskyttere";"DNB Cup";"M Senior";"42:25.9";"3:36.5";"2018-02-02T09:28:55.9000000";"";"3+1+1+2"
"40";"40";"Magnar Kne";"Galåen";"M";"NOR";"Røros IL";"DNB Cup";"M Senior";"42:27.4";"3:38.0";"2018-02-02T09:28:57.4000000";"";"3+1+1+2"
"41";"15";"Lars Aasheim";"Svaland";"M";"NOR";"Birkenes IL";"DNB Cup";"M Senior";"42:49.7";"4:00.3";"2018-02-02T09:27:49.7000000";"";"4+1+1+1"
"42";"12";"Bjarte";"Solvang";"M";"NOR";"Hålandsdal IL";"DNB Cup";"M Senior";"43:02.5";"4:13.1";"2018-02-02T09:28:02.5000000";"";"1+0+5+4"
"43";"26";"Even";"Nordbø";"M";"NOR";"Fyresdal Skiskyttarlag";"DNB Cup";"M Senior";"43:07.0";"4:17.6";"2018-02-02T09:28:07.0000000";"";"3+1+2+2"
"44";"35";"Jon Nikolai Ims";"Skåland";"M";"NOR";"Sandnes Skiskytterlag";"DNB Cup";"M Senior";"43:17.9";"4:28.5";"2018-02-02T09:29:47.9000000";"";"0+0+3+1"
"45";"47";"Anders Brekke";"Nilsen";"M";"NOR";"IL Bevern";"DNB Cup";"M Senior";"44:23.9";"5:34.5";"2018-02-02T09:30:53.9000000";"";"2+3+2+1"
"46";"51";"Øystein";"Nordbotten";"M";"NOR";"Sandnes Skiskytterlag";"DNB Cup";"M Senior";"44:24.8";"5:35.4";"2018-02-02T09:30:54.8000000";"";"0+3+3+3"
"47";"33";"Aleksander Morsund";"Karlsen";"M";"NOR";"Lier IL";"DNB Cup";"M Senior";"44:29.0";"5:39.6";"2018-02-02T09:30:59.0000000";"";"1+1+1+2"
"48";"42";"Anders Sommerstad";"Juveli";"M";"NOR";"Vingrom IL";"DNB Cup";"M Senior";"46:29.6";"7:40.2";"2018-02-02T09:32:59.6000000";"";"2+1+2+0"
"49";"39";"Elias Schirmer";"Raphael";"M";"NOR";"Meråker Skiskytterklubb";"DNB Cup";"M Senior";"48:21.8";"9:32.4";"2018-02-02T09:34:51.8000000";"";"3+3+3+1"
"1";"340";"Mari Andrea Kilskar";"Grevskott";"F";"NOR";"Frol IL";"NM Jr";"K17";"26:35.3";"0:00.0";"2018-02-02T13:46:35.3000000";"";"0+0+0+0"
"2";"337";"Frida Tormodsgard";"Dokken";"F";"NOR";"Svene IL";"NM Jr";"K17";"27:07.3";"0:32.0";"2018-02-02T13:47:07.3000000";"";"1+0+0+1"
"3";"334";"Synne";"Owren";"F";"NOR";"Vingrom IL";"NM Jr";"K17";"27:23.5";"0:48.2";"2018-02-02T13:47:23.5000000";"";"0+1+0+2"
"4";"365";"Hedda Thoresen Tretteteig";"Bolstad";"F";"NOR";"Simostranda IL";"NM Jr";"K17";"27:56.9";"1:21.6";"2018-02-02T13:49:26.9000000";"";"0+1+3+1"
"5";"361";"Ukaleq Astri";"Slettemark";"F";"GRL";"Geilo IL";"NM Jr";"K17";"28:33.5";"1:58.2";"2018-02-02T13:50:03.5000000";"";"2+0+0+2"
"6";"346";"Tuva Aas";"Stræte";"F";"NOR";"Hønefoss Skiskytterklubb";"NM Jr";"K17";"29:07.8";"2:32.5";"2018-02-02T13:49:07.8000000";"";"2+1+0+2"
"7";"372";"Andrine";"Bjørkmo";"F";"NOR";"Bossmo & Ytteren IL";"NM Jr";"K17";"29:23.2";"2:47.9";"2018-02-02T13:50:53.2000000";"";"0+1+0+2"
"8";"347";"Andrea Gulaker";"Gjønnes";"F";"NOR";"Oppdal IL";"NM Jr";"K17";"29:24.6";"2:49.3";"2018-02-02T13:49:24.6000000";"";"0+0+1+0"
"9";"333";"Maren";"Bakken";"F";"NOR";"Os IL";"NM Jr";"K17";"30:16.4";"3:41.1";"2018-02-02T13:50:16.4000000";"";"0+1+3+3"
"10";"354";"Ragnhild Sofie Breimyr";"Hansen";"F";"NOR";"Froland IL";"NM Jr";"K17";"30:37.0";"4:01.7";"2018-02-02T13:50:37.0000000";"";"1+0+1+1"
"11";"331";"Amalie Denise";"Andersen";"F";"NOR";"Oslo Skiskytterlag";"NM Jr";"K17";"30:49.0";"4:13.7";"2018-02-02T13:50:49.0000000";"";"2+0+4+3"
"12";"348";"Malin Haga";"Idsøe";"F";"NOR";"Figgjo IL";"NM Jr";"K17";"30:49.1";"4:13.8";"2018-02-02T13:50:49.1000000";"";"0+0+0+2"
"13";"343";"Maria Haugse";"Rød";"F";"NOR";"Hålandsdal IL";"NM Jr";"K17";"31:18.6";"4:43.3";"2018-02-02T13:51:18.6000000";"";"2+0+2+0"
"14";"357";"Mari";"Gåsbakk";"F";"NOR";"Fossum IF";"NM Jr";"K17";"31:18.8";"4:43.5";"2018-02-02T13:51:18.8000000";"";"1+0+4+1"
"15";"362";"Julie Elisabeth";"Åbyholm";"F";"NOR";"Fossum IF";"NM Jr";"K17";"31:30.4";"4:55.1";"2018-02-02T13:53:00.4000000";"";"0+0+1+2"
"16";"336";"Siri Årsvoll";"Undheim";"F";"NOR";"Figgjo IL";"NM Jr";"K17";"31:31.1";"4:55.8";"2018-02-02T13:51:31.1000000";"";"1+2+5+2"
"17";"351";"Emma Aasen";"Strømsnes";"F";"NOR";"Lier IL";"NM Jr";"K17";"31:44.2";"5:08.9";"2018-02-02T13:51:44.2000000";"";"0+0+3+2"
"18";"366";"Ragna";"Kolve";"F";"NOR";"Voss Skiskytterlag";"NM Jr";"K17";"31:44.8";"5:09.5";"2018-02-02T13:53:14.8000000";"";"2+0+1+1"
"19";"339";"Vilde Kverndal";"Veslegard";"F";"NOR";"Ål Skiskyttarlag";"NM Jr";"K17";"31:49.8";"5:14.5";"2018-02-02T13:51:49.8000000";"";"3+4+2+3"
"20";"349";"Live Szalay";"Pettersen";"F";"NOR";"Figgjo IL";"NM Jr";"K17";"32:02.6";"5:27.3";"2018-02-02T13:52:02.6000000";"";"1+0+3+3"
"21";"350";"Vilde";"Aamlid";"F";"NOR";"Fyresdal Skiskyttarlag";"NM Jr";"K17";"32:22.9";"5:47.6";"2018-02-02T13:52:22.9000000";"";"0+1+2+2"
"22";"332";"Marit";"Østhus";"F";"NOR";"Nor IL";"NM Jr";"K17";"32:29.2";"5:53.9";"2018-02-02T13:52:29.2000000";"";"1+2+2+2"
"23";"358";"Liv Marte";"Aas";"F";"NOR";"Birkenes IL";"NM Jr";"K17";"32:31.9";"5:56.6";"2018-02-02T13:52:31.9000000";"";"2+1+2+1"
"24";"376";"Alise Nekstad";"Grave";"F";"NOR";"Fyresdal Skiskyttarlag";"NM Jr";"K17";"32:38.4";"6:03.1";"2018-02-02T13:54:08.4000000";"";"0+1+2+1"
"25";"355";"Karoline";"Holm";"F";"NOR";"Simostranda IL";"NM Jr";"K17";"32:40.0";"6:04.7";"2018-02-02T13:52:40.0000000";"";"0+2+1+0"
"26";"368";"Ingrid Emblem";"Holte";"F";"NOR";"Gjerstad IL";"NM Jr";"K17";"32:44.2";"6:08.9";"2018-02-02T13:54:14.2000000";"";"0+0+2+2"
"27";"384";"Karen Moum";"Agle";"F";"NOR";"Snåsa Skiskytterlag";"NM Jr";"K17";"32:46.1";"6:10.8";"2018-02-02T13:54:16.1000000";"";"0+3+0+1"
"28";"378";"Caroline Grotøy";"Bjørgum";"F";"NOR";"Fossum IF";"NM Jr";"K17";"32:58.7";"6:23.4";"2018-02-02T13:54:28.7000000";"";"1+0+1+1"
"29";"353";"Kirsti";"Høiholt-Vågsnes";"F";"NOR";"Vingrom IL";"NM Jr";"K17";"32:59.6";"6:24.3";"2018-02-02T13:52:59.6000000";"";"1+2+3+3"
"30";"360";"Mia Sæther";"Midtbø";"F";"NOR";"Fyresdal Skiskyttarlag";"NM Jr";"K17";"33:19.0";"6:43.7";"2018-02-02T13:53:19.0000000";"";"0+0+2+2"
"31";"364";"Silje Berner";"Myhre";"F";"NOR";"Fossum IF";"NM Jr";"K17";"33:21.7";"6:46.4";"2018-02-02T13:54:51.7000000";"";"2+2+1+1"
"32";"380";"Åse Marie";"Rosef";"F";"NOR";"Birkenes IL";"NM Jr";"K17";"33:31.3";"6:56.0";"2018-02-02T13:55:01.3000000";"";"3+2+4+1"
"33";"345";"Vilde";"Børseth";"F";"NOR";"Bjerke IL Ski";"NM Jr";"K17";"33:33.3";"6:58.0";"2018-02-02T13:53:33.3000000";"";"1+1+5+3"
"34";"356";"Ingeborg Smestu";"Holm";"F";"NOR";"Rennebu IL";"NM Jr";"K17";"33:46.0";"7:10.7";"2018-02-02T13:53:46.0000000";"";"1+2+2+3"
"35";"371";"Silje Bentzen";"Østby";"F";"NOR";"Steinkjer Skiklubb";"NM Jr";"K17";"33:53.6";"7:18.3";"2018-02-02T13:55:23.6000000";"";"1+1+1+0"
"36";"335";"Mari";"Torsteinsrud";"F";"NOR";"Ål Skiskyttarlag";"NM Jr";"K17";"34:00.8";"7:25.5";"2018-02-02T13:54:00.8000000";"";"3+5+3+4"
"37";"367";"Mari Fosse";"Vaksdal";"F";"NOR";"Voss Skiskytterlag";"NM Jr";"K17";"34:20.0";"7:44.7";"2018-02-02T13:55:50.0000000";"";"3+1+2+2"
"38";"370";"Marte";"Riddervold";"F";"NOR";"Asker Skiklubb";"NM Jr";"K17";"34:26.4";"7:51.1";"2018-02-02T13:55:56.4000000";"";"2+0+1+3"
"39";"382";"Brinje Marie";"Haugli";"F";"NOR";"Oslo Skiskytterlag";"NM Jr";"K17";"35:02.4";"8:27.1";"2018-02-02T13:56:32.4000000";"";"4+4+2+3"
"40";"374";"Åste";"Eika";"F";"NOR";"Bø Skiskyttarlag";"NM Jr";"K17";"35:16.5";"8:41.2";"2018-02-02T13:56:46.5000000";"";"0+1+2+2"
"41";"359";"Andora Regine";"Aas";"F";"NOR";"Hammerfest Skiklubb";"NM Jr";"K17";"36:15.3";"9:40.0";"2018-02-02T13:56:15.3000000";"";"1+1+2+2"
"42";"352";"Rebecka";"Oppigard";"F";"NOR";"Eikesdal Skiskyttarlag - Skisk";"NM Jr";"K17";"36:49.3";"10:14.0";"2018-02-02T13:56:49.3000000";"";"3+2+4+4"
"43";"373";"Anna Øfsthus";"Gravir";"F";"NOR";"Asker Skiklubb";"NM Jr";"K17";"36:53.6";"10:18.3";"2018-02-02T13:58:23.6000000";"";"5+1+3+3"
"44";"369";"Mille Therese";"Jacobsen";"F";"NOR";"Fossum IF";"NM Jr";"K17";"37:10.7";"10:35.4";"2018-02-02T13:58:40.7000000";"";"1+0+2+2"
"45";"377";"Marte";"Bueie";"F";"NOR";"Lier IL";"NM Jr";"K17";"37:43.8";"11:08.5";"2018-02-02T13:59:13.8000000";"";"2+0+2+1"
"46";"379";"An-Margritt Piro";"Berg";"F";"NOR";"Østre Toten Skilag";"NM Jr";"K17";"40:23.4";"13:48.1";"2018-02-02T14:01:53.4000000";"";"1+3+0+2"
"47";"363";"Tonje";"Nordheim";"F";"NOR";"Oppdal IL";"NM Jr";"K17";"40:33.1";"13:57.8";"2018-02-02T14:02:03.1000000";"";"2+3+3+4"
"48";"344";"Maria";"Brenna";"F";"NOR";"Skrautvål IL";"NM Jr";"K17";"0:00.0";"";"";"";""
"49";"375";"Guro";"Hjerpaasen";"F";"NOR";"Asker Skiklubb";"NM Jr";"K17";"0:00.0";"";"";"";""
"50";"381";"Mathilde";"Hongseth";"F";"NOR";"Try Idrettslaget";"NM Jr";"K17";"0:00.0";"";"";"";""
"1";"302";"Nora Bakken";"Heiberg";"F";"NOR";"Fossum IF";"NM Jr";"K18";"28:20.8";"0:00.0";"2018-02-02T13:14:50.8000000";"";"1+0+1+1"
"2";"273";"Åsne";"Skrede";"F";"NOR";"Geilo IL";"NM Jr";"K18";"28:41.1";"0:20.3";"2018-02-02T13:13:41.1000000";"";"2+1+0+2"
"3";"289";"Katarina";"Aarseth";"F";"NOR";"Hålandsdal IL";"NM Jr";"K18";"28:50.8";"0:30.0";"2018-02-02T13:13:50.8000000";"";"1+0+1+0"
"4";"276";"Marte Carlson";"Møller";"F";"NOR";"Trysilgutten IL";"NM Jr";"K18";"29:05.2";"0:44.4";"2018-02-02T13:14:05.2000000";"";"1+1+0+0"
"5";"287";"Mari Lindmo";"Kvanneberg";"F";"NOR";"Ål Skiskyttarlag";"NM Jr";"K18";"29:22.4";"1:01.6";"2018-02-02T13:14:22.4000000";"";"1+2+2+0"
"6";"278";"Augusta";"Idland";"F";"NOR";"Figgjo IL";"NM Jr";"K18";"29:32.1";"1:11.3";"2018-02-02T13:14:32.1000000";"";"1+0+2+3"
"7";"279";"Oda Støen";"Kolkinn";"F";"NOR";"Søndre Ål Sportsklubb";"NM Jr";"K18";"29:39.4";"1:18.6";"2018-02-02T13:14:39.4000000";"";"0+1+2+0"
"8";"288";"Kristine Hokseng";"Øien";"F";"NOR";"Oppdal IL";"NM Jr";"K18";"29:49.9";"1:29.1";"2018-02-02T13:14:49.9000000";"";"1+2+0+1"
"9";"271";"Anne Bunemann";"De Besche";"F";"NOR";"Try Idrettslaget";"NM Jr";"K18";"30:05.4";"1:44.6";"2018-02-02T13:15:05.4000000";"";"2+0+2+1"
"10";"275";"Ingvild Tronstad";"Andersen";"F";"NOR";"IL Bevern";"NM Jr";"K18";"30:06.1";"1:45.3";"2018-02-02T13:15:06.1000000";"";"2+2+1+1"
"11";"272";"Nora Nellie";"Ahlqvist";"F";"NOR";"Trysilgutten IL";"NM Jr";"K18";"30:14.6";"1:53.8";"2018-02-02T13:15:14.6000000";"";"2+1+1+3"
"12";"284";"Marthe";"Dehn";"F";"NOR";"Bærums Skiklub";"NM Jr";"K18";"30:16.6";"1:55.8";"2018-02-02T13:15:16.6000000";"";"0+1+2+3"
"13";"274";"Nora Dokken";"Berget";"F";"NOR";"Svene IL";"NM Jr";"K18";"30:17.8";"1:57.0";"2018-02-02T13:15:17.8000000";"";"0+1+1+2"
"14";"283";"Sara";"Borchgrevink";"F";"NOR";"Fossum IF";"NM Jr";"K18";"30:31.9";"2:11.1";"2018-02-02T13:15:31.9000000";"";"4+0+2+0"
"15";"286";"Benedicte Stien";"Schreiner";"F";"NOR";"Skonseng UL";"NM Jr";"K18";"30:34.3";"2:13.5";"2018-02-02T13:15:34.3000000";"";"2+1+3+2"
"16";"294";"Eira Kristine";"Håkonsen";"F";"NOR";"Bø Skiskyttarlag";"NM Jr";"K18";"31:16.4";"2:55.6";"2018-02-02T13:16:16.4000000";"";"1+1+2+1"
"17";"305";"Synne Håstul";"Flom";"F";"NOR";"Drangedal Idrettslag - Skiskyt";"NM Jr";"K18";"31:47.7";"3:26.9";"2018-02-02T13:18:17.7000000";"";"2+1+0+0"
"18";"295";"Sofie Bergan";"Bjaadal";"F";"NOR";"Lier IL";"NM Jr";"K18";"32:01.7";"3:40.9";"2018-02-02T13:17:01.7000000";"";"1+0+2+1"
"19";"306";"Nora";"Tjørhom";"F";"NOR";"Sirdal Skilag";"NM Jr";"K18";"32:03.0";"3:42.2";"2018-02-02T13:18:33.0000000";"";"1+1+1+2"
