"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"4";"14";"Fredrik Mack";"Rørvik";"M";"NOR";"Målselvs Skiskyttere / Team Mesterbakeren";"Norges Cup sprint - junior og senior";"M Senior";"26:53.1";"0:39.0";"2018-03-10T09:46:32.8940000";"";"0+0"
"5";"35";"Markus Zachariassen";"Rørvik";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"M Senior";"26:53.5";"0:39.3";"2018-03-10T09:53:33.7570000";"";"0+0"
"6";"32";"Martin";"Femsteinevik";"M";"NOR";"Hålandsdal IL / Team Glalaks";"Norges Cup sprint - junior og senior";"M Senior";"26:56.6";"0:42.4";"2018-03-10T09:52:36.6940000";"";"0+4"
"7";"9";"Bjarte";"Solvang";"M";"NOR";"Hålandsdal IL / Team Glalaks";"Norges Cup sprint - junior og senior";"M Senior";"27:11.0";"0:56.8";"2018-03-10T09:45:10.9610000";"";"2+1"
"8";"49";"Aasmund Kjøllmoen";"Steien";"M";"NOR";"Folldal IF";"Norges Cup sprint - junior og senior";"M Senior";"27:11.5";"0:57.3";"2018-03-10T09:58:31.0210000";"";"0+1"
"9";"40";"Paul";"Schommer";"M";"USA";"";"Norges Cup sprint - junior og senior";"M Senior";"27:11.9";"0:57.7";"2018-03-10T09:55:31.4030000";"";"0+2"
"10";"17";"Erling";"Aalvik";"M";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Mesterbakeren";"Norges Cup sprint - junior og senior";"M Senior";"27:14.7";"1:00.5";"2018-03-10T09:47:54.7690000";"";"0+2"
"11";"33";"Vetle";"Løchting";"M";"NOR";"Sørskogbygda IL / Team Woodcon";"Norges Cup sprint - junior og senior";"M Senior";"27:23.4";"1:09.2";"2018-03-10T09:53:22.8940000";"";"1+2"
"12";"57";"Pål Kristian Grue";"Tufte";"M";"NOR";"Geilo IL";"Norges Cup sprint - junior og senior";"M Senior";"27:26.6";"1:12.4";"2018-03-10T10:01:26.2460000";"";"1+1"
"13";"52";"Lars Aasheim";"Svaland";"M";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"M Senior";"27:28.1";"1:13.9";"2018-03-10T09:59:47.4600000";"";"1+1"
"14";"55";"Ole Martin";"Erdal";"M";"NOR";"Førde IL";"Norges Cup sprint - junior og senior";"M Senior";"27:28.8";"1:14.6";"2018-03-10T10:00:48.7920000";"";"0+1"
"15";"24";"Andreas Dahlø";"Wærnes";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"M Senior";"27:30.4";"1:16.2";"2018-03-10T09:50:29.8920000";"";"0+2"
"16";"23";"Sindre";"Pettersen";"M";"NOR";"Nittedal Skiskytterlag";"Norges Cup sprint - junior og senior";"M Senior";"27:32.1";"1:17.9";"2018-03-10T09:50:12.3960000";"";"1+3"
"17";"42";"Arild";"Fosse";"M";"NOR";"Voss Skiskytterlag";"Norges Cup sprint - junior og senior";"M Senior";"27:35.3";"1:21.1";"2018-03-10T09:56:35.3320000";"";"0+3"
"18";"13";"Håkon";"Svaland";"M";"NOR";"Birkenes IL / Team Mesterbakeren";"Norges Cup sprint - junior og senior";"M Senior";"27:43.1";"1:29.0";"2018-03-10T09:47:03.1150000";"";"0+4"
"19";"5";"Max";"Durtschi";"M";"USA";"";"Norges Cup sprint - junior og senior";"M Senior";"27:47.0";"1:32.8";"2018-03-10T09:44:26.8020000";"";"1+1"
