"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"1";"339";"Fredrik Arne";"Grusd";"M";"NOR";"Fossum IF / Wang Toppidrett";"NM Normal M19";"M19";"37:19.6";"0:00.0";"2018-03-10T15:22:19.7720000";"";"1+1+0+0"
"2";"327";"Filip Fjeld";"Andersen";"M";"NOR";"Geilo IL";"NM Normal M19";"M19";"37:40.9";"0:21.3";"2018-03-10T15:15:56.3870000";"";"0+1+1+1"
"3";"326";"Lars Hammernes";"Leopold";"M";"NOR";"Asker SK / NTG Geilo";"NM Normal M19";"M19";"37:55.9";"0:36.3";"2018-03-10T15:16:25.8220000";"";"0+2+0+0"
"4";"322";"Johan-Olav";"Botn";"M";"NOR";"Stårheim IL / NTG Lillehammer";"NM Normal M19";"M19";"39:03.9";"1:44.3";"2018-03-10T15:14:03.9450000";"";"2+1+1+0"
"5";"374";"Even";"Mangset";"M";"NOR";"Mjøsski / Team Woodcon";"NM Normal M19";"M19";"39:20.1";"2:00.5";"2018-03-10T15:41:05.2100000";"";"0+1+0+2"
"6";"330";"Eirik Silsand";"Gerhardsen";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"NM Normal M19";"M19";"40:29.9";"3:10.3";"2018-03-10T15:21:44.7180000";"";"0+0+1+0"
"7";"358";"Odin";"Garli";"M";"NOR";"Sokna IL / NTG Lillehammer";"NM Normal M19";"M19";"40:32.3";"3:12.7";"2018-03-10T15:33:32.6690000";"";"1+1+1+1"
"8";"337";"Simen";"Hårstad";"M";"NOR";"Rennebu IL / NTG Lillehammer";"NM Normal M19";"M19";"40:46.2";"3:26.6";"2018-03-10T15:23:16.2790000";"";"0+2+1+1"
"9";"346";"Sivert";"Bekken";"M";"NOR";"Kvikne IL / Team Toyota Slettum Bil";"NM Normal M19";"M19";"41:04.5";"3:44.9";"2018-03-10T15:27:19.7900000";"";"0+1+3+1"
"10";"355";"Vegard";"Skrede";"M";"NOR";"Hardbagg IL / Stryn Videregående Skole";"NM Normal M19";"M19";"41:19.9";"4:00.3";"2018-03-10T15:32:05.0290000";"";"0+2+1+2"
"11";"328";"Eirik Kjøl";"Tornes";"M";"NOR";"Molde og Omegn IF / NTG Lillehammer";"NM Normal M19";"M19";"41:32.4";"4:12.8";"2018-03-10T15:17:17.7090000";"";"2+3+0+2"
"12";"351";"Aksel Mathias";"Meland";"M";"NOR";"Markane IL / Stryn Videregående Skole";"NM Normal M19";"M19";"41:32.5";"4:12.9";"2018-03-10T15:30:17.8410000";"";"1+3+1+0"
"13";"329";"Ole Christian";"JOHNSRUD";"M";"NOR";"Bjerke IL Ski / NTG Geilo";"NM Normal M19";"M19";"41:44.1";"4:24.5";"2018-03-10T15:20:14.1050000";"";"0+0+3+1"
"14";"324";"Jo Brøste";"Nørstegård";"M";"NOR";"Dombås IL / NTG Lillehammer";"NM Normal M19";"M19";"41:45.2";"4:25.6";"2018-03-10T15:17:00.3820000";"";"2+1+1+1"
"15";"315";"Sigurd";"Leren";"M";"SWE";"Vingelen IL / Team Toyota Slettum Bil";"NM Normal M19";"M19";"41:50.5";"4:30.9";"2018-03-10T15:12:36.0110000";"";"2+0+1+2"
"16";"332";"Halvor";"Skrindo";"M";"NOR";"Ål Skiskyttarlag";"NM Normal M19";"M19";"41:52.8";"4:33.2";"2018-03-10T15:23:23.1340000";"";"0+0+1+1"
"17";"341";"Tobias";"Hægeland";"M";"NOR";"Øvrebø IL / Team iSandnes";"NM Normal M19";"M19";"42:04.2";"4:44.6";"2018-03-10T15:27:19.2150000";"";"0+2+0+1"
"18";"311";"Kristoffer Schulz";"Solum";"M";"NOR";"Simostranda IL / Team Skiguard Buskerud";"NM Normal M19";"M19";"42:35.3";"5:15.7";"2018-03-10T15:12:50.3810000";"";"0+1+0+2"
"19";"334";"Peder";"Owren";"M";"NOR";"Vingrom IL / NTG Lillehammer";"NM Normal M19";"M19";"42:44.8";"5:25.2";"2018-03-10T15:22:14.9940000";"";"1+2+0+3"
"20";"354";"Håkon";"Frøseth";"M";"NOR";"Sokna IL / Meråker Videregående skole";"NM Normal M19";"M19";"42:48.1";"5:28.5";"2018-03-10T15:32:18.2160000";"";"0+2+0+4"
"21";"357";"Emil Andre";"Breivik";"M";"NOR";"IL Bevern / Team Kongsberg";"NM Normal M19";"M19";"42:51.2";"5:31.6";"2018-03-10T15:34:36.4780000";"";"2+0+1+2"
"22";"310";"Sindre";"Gjøsæter";"M";"NOR";"Kvam Langrenn- og Skiskyttarklubb / NTG Geilo";"NM Normal M19";"M19";"43:09.2";"5:49.6";"2018-03-10T15:09:54.2740000";"";"2+2+1+2"
"23";"344";"Sander";"Østensen";"M";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"NM Normal M19";"M19";"43:29.6";"6:10.0";"2018-03-10T15:28:44.8930000";"";"0+2+0+3"
"24";"338";"Magnus";"Mørk";"M";"NOR";"Ivrig IL / NTG Lillehammer";"NM Normal M19";"M19";"43:37.9";"6:18.3";"2018-03-10T15:24:23.1260000";"";"0+3+2+2"
"25";"335";"Magnus";"STOKKE";"M";"NOR";"Lier IL / Team Skiguard Buskerud";"NM Normal M19";"M19";"43:47.7";"6:28.1";"2018-03-10T15:25:18.1760000";"";"0+1+1+2"
"26";"343";"Thor Arild";"Aas";"M";"NOR";"Birkenes IL / Team iSandnes";"NM Normal M19";"M19";"43:49.8";"6:30.2";"2018-03-10T15:25:35.1360000";"";"2+4+3+0"
"27";"323";"Kristoffer";"Sørnes";"M";"NOR";"Lier IL / NTG Lillehammer";"NM Normal M19";"M19";"43:53.8";"6:34.2";"2018-03-10T15:15:38.6810000";"";"0+2+4+3"
"28";"359";"Torbjørn";"Oppigard";"M";"NOR";"Eikesdal Skiskyttarlag";"NM Normal M19";"M19";"44:18.1";"6:58.5";"2018-03-10T15:37:04.0030000";"";"1+1+0+3"
"29";"367";"Torjus";"Idland";"M";"NOR";"Figgjo IL / Team iSandnes";"NM Normal M19";"M19";"44:28.8";"7:09.2";"2018-03-10T15:38:14.3010000";"";"3+3+0+3"
"30";"356";"Sigurd";"Trømborg";"M";"NOR";"IL Bevern / Team iSandnes";"NM Normal M19";"M19";"44:35.4";"7:15.8";"2018-03-10T15:33:35.7360000";"";"0+4+2+2"
"31";"320";"Halvor Taalesen";"Tjøntveit";"M";"NOR";"Svene IL / NTG Geilo";"NM Normal M19";"M19";"44:36.2";"7:16.6";"2018-03-10T15:16:21.7900000";"";"1+3+0+3"
"32";"333";"Marius Tjelde";"Vaagen";"M";"NOR";"Molde og Omegn IF / Meråker Videregående skole";"NM Normal M19";"M19";"44:39.3";"7:19.7";"2018-03-10T15:24:24.6060000";"";"1+2+0+2"
"33";"317";"Erik Kjøsnes";"Wekre";"M";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NM Normal M19";"M19";"44:53.2";"7:33.6";"2018-03-10T15:15:08.5100000";"";"1+1+2+3"
"34";"345";"Håvard";"Haugen";"M";"NOR";"Tonstad IL / Team Skiguard Buskerud";"NM Normal M19";"M19";"45:02.4";"7:42.8";"2018-03-10T15:30:47.5670000";"";"0+2+1+2"
"35";"365";"Anders";"RINGEN";"M";"NOR";"Bjerke IL Ski";"NM Normal M19";"M19";"45:06.2";"7:46.6";"2018-03-10T15:39:21.5110000";"";"0+3+2+2"
"36";"312";"Henrik André";"Larsen";"M";"NOR";"IL Bevern / Team Kongsberg";"NM Normal M19";"M19";"45:12.1";"7:52.5";"2018-03-10T15:13:42.1130000";"";"2+2+1+1"
"37";"331";"Anders";"Usland";"M";"NOR";"Marnardal IL / Sirdal Ski Skiskyting";"NM Normal M19";"M19";"45:19.5";"7:59.9";"2018-03-10T15:22:34.9740000";"";"2+1+1+3"
"38";"313";"Sindre Davidsen";"Schonhowd";"M";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"NM Normal M19";"M19";"45:23.6";"8:04.0";"2018-03-10T15:13:38.6890000";"";"1+0+3+3"
"39";"349";"Per";"VASSMYR";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"NM Normal M19";"M19";"45:24.6";"8:05.0";"2018-03-10T15:30:54.7960000";"";"1+3+3+1"
"40";"368";"Stian Strand";"Paulsen";"M";"NOR";"Bø Skiskyttarlag / Team TeVe";"NM Normal M19";"M19";"45:47.9";"8:28.3";"2018-03-10T15:43:48.0090000";"";"0+0+2+2"
"41";"352";"Mathias";"Witte";"M";"NOR";"Alta Skiskytterlag / Team Troms & Finnmark";"NM Normal M19";"M19";"45:49.1";"8:29.5";"2018-03-10T15:34:19.1340000";"";"1+3+1+1"
"42";"370";"Halvor";"Wik";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"NM Normal M19";"M19";"45:50.1";"8:30.5";"2018-03-10T15:42:35.4350000";"";"1+1+2+3"
"43";"372";"Gard Reier";"Groven";"M";"NOR";"Drammen Strong / NTG Geilo";"NM Normal M19";"M19";"46:10.4";"8:50.8";"2018-03-10T15:43:55.9530000";"";"3+3+0+1"
"44";"314";"Ragnar";"Finden";"M";"NOR";"Vik IL / Team Glalaks";"NM Normal M19";"M19";"46:10.7";"8:51.1";"2018-03-10T15:16:25.9620000";"";"2+2+0+1"
"45";"309";"Magnus Raaum";"Langseth";"M";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"NM Normal M19";"M19";"46:20.4";"9:00.8";"2018-03-10T15:11:50.4870000";"";"1+2+2+3"
"46";"340";"Martin Øyen";"Tøraasen";"M";"NOR";"Folldal IF / Team Toyota Slettum Bil";"NM Normal M19";"M19";"46:21.0";"9:01.4";"2018-03-10T15:25:06.1490000";"";"1+4+3+3"
"47";"342";"Sindre Vassdal";"Johannesen";"M";"NOR";"Hernes IL / Team iSandnes";"NM Normal M19";"M19";"46:26.4";"9:06.8";"2018-03-10T15:26:56.5250000";"";"4+2+3+1"
"48";"350";"Rasmus Odland";"Kvamme";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"NM Normal M19";"M19";"46:27.7";"9:08.1";"2018-03-10T15:30:58.3480000";"";"0+4+2+4"
"49";"308";"Odd";"Wæhre";"M";"NOR";"Meråker Skiskytterklubb / Meråker Videregående skole";"NM Normal M19";"M19";"46:28.4";"9:08.8";"2018-03-10T15:15:58.4320000";"";"1+1+0+0"
"50";"375";"Sander";"Bach-Gansmo";"M";"NOR";"Bjerke IL Ski";"NM Normal M19";"M19";"46:45.9";"9:26.3";"2018-03-10T15:46:01.0380000";"";"1+3+0+3"
"51";"363";"Daniel Olai";"Nyvoll";"M";"NOR";"Fossum IF / Wang Toppidrett";"NM Normal M19";"M19";"46:54.8";"9:35.2";"2018-03-10T15:39:24.9480000";"";"0+4+2+2"
"52";"316";"Vidar";"Brenna";"M";"NOR";"Skrautvål IL / Team Valdres Ski";"NM Normal M19";"M19";"47:07.2";"9:47.6";"2018-03-10T15:17:37.6780000";"";"1+2+1+2"
"53";"336";"Sander Kulstad";"Haugen";"M";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"NM Normal M19";"M19";"47:12.3";"9:52.7";"2018-03-10T15:24:42.7180000";"";"3+4+1+2"
"54";"361";"Jonas Slettemark";"Juel";"M";"NOR";"Fossum IF / Wang Toppidrett";"NM Normal M19";"M19";"47:55.7";"10:36.1";"2018-03-10T15:34:55.8910000";"";"3+2+4+5"
"55";"373";"Hermann";"Stensby";"M";"NOR";"Hernes IL / Snow Team Trysil";"NM Normal M19";"M19";"48:08.4";"10:48.8";"2018-03-10T15:47:08.9620000";"";"1+1+3+1"
"56";"353";"Simen Mathias";"Risnes";"M";"NOR";"Tonstad IL / Sirdal Ski Skiskyting";"NM Normal M19";"M19";"48:18.0";"10:58.4";"2018-03-10T15:38:03.2870000";"";"0+2+2+1"
"57";"319";"Martin";"Solberg";"M";"NOR";"Froland IL / Sirdal Ski Skiskyting";"NM Normal M19";"M19";"48:27.9";"11:08.3";"2018-03-10T15:20:28.3430000";"";"3+1+0+2"
"58";"347";"Alexander";"Engebretsen";"M";"NOR";"Fossum IF";"NM Normal M19";"M19";"48:29.9";"11:10.3";"2018-03-10T15:29:59.9790000";"";"3+2+2+5"
"59";"369";"Gard Edvard";"Myhr";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"NM Normal M19";"M19";"48:59.4";"11:39.8";"2018-03-10T15:43:44.5360000";"";"4+1+2+2"
"60";"362";"Ola Martinius";"WINGESTAD";"M";"NOR";"Svene IL / Team Kongsberg";"NM Normal M19";"M19";"49:38.8";"12:19.2";"2018-03-10T15:42:24.1430000";"";"1+2+2+2"
"61";"318";"Tobias";"Karlsen";"M";"NOR";"Skjervøy IK / NTG-T";"NM Normal M19";"M19";"51:48.7";"14:29.1";"2018-03-10T15:18:03.6650000";"";"4+2+3+4"
"62";"325";"Herman";"Riber";"M";"NOR";"Bødalen IF / Team Skiguard Buskerud";"NM Normal M19";"M19";"54:55.6";"17:36.0";"2018-03-10T15:29:10.6750000";"";"2+2+1+2"
"63";"307";"Markus Elias";"Breivik";"M";"NOR";"Tromsø Skiskytterlag";"NM Normal M19";"M19";"57:42.7";"20:23.1";"2018-03-10T15:21:27.7250000";"";"3+3+1+2"
"64";"364";"Embrik";"Børresen";"M";"NOR";"Hålandsdal IL / Team Glalaks";"NM Normal M19";"M19";"1:16.1";"";"";"";""
"65";"360";"Øystein Flatabø";"Jordal";"M";"NOR";"Odda IL / Team Glalaks";"NM Normal M19";"M19";"1:17.4";"";"";"";""
"66";"366";"Håkon Fodstad";"Bredesen";"M";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"NM Normal M19";"M19";"0:00.0";"";"";"";""
"67";"348";"Indre";"Halseth";"M";"NOR";"Rennebu IL / Meråker Videregående skole";"NM Normal M19";"M19";"0:00.0";"";"";"";""
"68";"321";"Sondre Nikolai";"Olsen";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"NM Normal M19";"M19";"0:00.0";"";"";"";""
"69";"371";"Eirik Markus";"Rinde";"M";"NOR";"Vik IL / Team Glalaks";"NM Normal M19";"M19";"0:00.0";"";"";"";""
"1";"134";"Hilde";"Fenne";"F";"NOR";"Voss Skiskytterlag";"Norges Cup sprint - junior og senior";"K Senior";"22:32.5";"0:00.0";"2018-03-10T10:22:12.6330000";"";"0+1"
"2";"132";"Jenny";"Enodd";"F";"NOR";"Budal IL";"Norges Cup sprint - junior og senior";"K Senior";"23:12.9";"0:40.4";"2018-03-10T10:22:12.9740000";"";"1+0"
"3";"139";"Kristin";"Hjelstuen";"F";"NOR";"Oslo Skiskytterlag / Team Glalaks";"Norges Cup sprint - junior og senior";"K Senior";"23:24.0";"0:51.5";"2018-03-10T10:24:44.5660000";"";"0+0"
"4";"137";"Hilde";"Eide";"F";"NOR";"Øystre Slidre SSL";"Norges Cup sprint - junior og senior";"K Senior";"23:38.8";"1:06.3";"2018-03-10T10:24:18.8650000";"";"1+0"
"5";"135";"Sofie";"Rostad";"F";"NOR";"Gjerdrum IL / Team Statkraft Oslofjord";"Norges Cup sprint - junior og senior";"K Senior";"23:51.4";"1:19.0";"2018-03-10T10:23:51.4480000";"";"1+0"
"6";"157";"Lene Berg";"Ådlandsvik";"F";"NOR";"Sørskogbygda IL";"Norges Cup sprint - junior og senior";"K Senior";"23:55.7";"1:23.2";"2018-03-10T10:31:16.0890000";"";"2+0"
"7";"143";"Rikke Hald";"Andersen";"F";"NOR";"Asker SK / Holmenkollen Biathlon";"Norges Cup sprint - junior og senior";"K Senior";"24:00.6";"1:28.1";"2018-03-10T10:26:40.9990000";"";"1+1"
"8";"153";"Sigrid Bilstad";"Neraasen";"F";"NOR";"Vingrom IL";"Norges Cup sprint - junior og senior";"K Senior";"24:13.9";"1:41.4";"2018-03-10T10:30:14.3920000";"";"1+2"
"9";"162";"Ida Emilie";"Herfoss";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"Norges Cup sprint - junior og senior";"K Senior";"24:16.4";"1:43.9";"2018-03-10T10:33:16.1370000";"";"1+1"
"10";"140";"Anitra";"Vognild";"F";"NOR";"Bjerke IL Ski";"Norges Cup sprint - junior og senior";"K Senior";"24:19.0";"1:46.5";"2018-03-10T10:25:59.4450000";"";"0+0"
"11";"163";"Eline";"Grue";"F";"NOR";"Kvikne IL";"Norges Cup sprint - junior og senior";"K Senior";"24:23.3";"1:50.8";"2018-03-10T10:33:43.6850000";"";"0+2"
"12";"151";"Ragnhild";"Femsteinevik";"F";"NOR";"Hålandsdal IL";"Norges Cup sprint - junior og senior";"K Senior";"24:25.6";"1:53.1";"2018-03-10T10:29:45.8120000";"";"0+1"
"13";"136";"Karoline";"Næss";"F";"NOR";"Bjerke IL Ski";"Norges Cup sprint - junior og senior";"K Senior";"24:38.5";"2:06.0";"2018-03-10T10:24:58.5630000";"";"2+0"
"14";"166";"Lotte";"Lie";"F";"NOR";"Skatval Skilag";"Norges Cup sprint - junior og senior";"K Senior";"24:47.3";"2:14.8";"2018-03-10T10:35:07.1670000";"";"1+1"
"15";"146";"Åsne";"Ulvund";"F";"NOR";"Eldar IL / Team Glalaks";"Norges Cup sprint - junior og senior";"K Senior";"24:57.4";"2:24.9";"2018-03-10T10:28:36.8280000";"";"0+0"
"16";"150";"Gunhild Viljugrein";"Stølen";"F";"NOR";"Bærums Skiklub / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"K Senior";"25:15.9";"2:43.4";"2018-03-10T10:30:16.1560000";"";"0+2"
"17";"149";"Mari";"Sverdrup";"F";"NOR";"Dombås IL";"Norges Cup sprint - junior og senior";"K Senior";"25:33.0";"3:00.5";"2018-03-10T10:30:13.2980000";"";"0+2"
"18";"156";"Tonje Marie";"Skjelstadås";"F";"NOR";"Meråker Skiskytterklubb";"Norges Cup sprint - junior og senior";"K Senior";"25:40.6";"3:08.1";"2018-03-10T10:32:40.7170000";"";"1+3"
"19";"165";"Jori";"Mørkve";"F";"NOR";"Eldar IL";"Norges Cup sprint - junior og senior";"K Senior";"25:43.4";"3:11.0";"2018-03-10T10:35:43.6200000";"";"1+2"
"20";"164";"Ingvild";"Berlandstveit";"F";"NOR";"Hålandsdal IL / Team Glalaks";"Norges Cup sprint - junior og senior";"K Senior";"25:44.3";"3:11.8";"2018-03-10T10:35:24.2600000";"";"0+3"
"21";"145";"Sara Ehrenpohl";"Sand (3427446)";"F";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"K Senior";"25:56.6";"3:24.1";"2018-03-10T10:29:17.3160000";"";"1+2"
"22";"147";"Maren";"Wangensteen";"F";"NOR";"Vestre Slidre IL";"Norges Cup sprint - junior og senior";"K Senior";"26:07.7";"3:35.2";"2018-03-10T10:30:07.2090000";"";"5+2"
"23";"141";"Silje";"Bakken";"F";"NOR";"Leik, IL / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"K Senior";"26:08.4";"3:35.9";"2018-03-10T10:28:08.5460000";"";"1+2"
"24";"138";"Heidi";"Berlandstveit";"F";"NOR";"Hålandsdal IL / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"K Senior";"26:10.3";"3:37.8";"2018-03-10T10:27:10.0490000";"";"0+3"
"25";"154";"Frida Lovise";"Sørmo";"F";"NOR";"Bossmo & Ytteren IL";"Norges Cup sprint - junior og senior";"K Senior";"26:20.2";"3:47.7";"2018-03-10T10:32:40.4220000";"";"0+0"
"26";"160";"Silja Fjærestad";"Hønsi";"F";"NOR";"Vik IL / Team Glalaks";"Norges Cup sprint - junior og senior";"K Senior";"26:23.4";"3:50.9";"2018-03-10T10:34:43.4110000";"";"0+3"
"27";"148";"Anne Marit";"Bredalen";"F";"NOR";"Åsnes Skiskytterlag / Team Glalaks";"Norges Cup sprint - junior og senior";"K Senior";"27:45.2";"5:12.7";"2018-03-10T10:32:05.1620000";"";"3+2"
"28";"144";"Bjørg Marit";"Valland";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb";"Norges Cup sprint - junior og senior";"K Senior";"27:55.9";"5:23.4";"2018-03-10T10:30:56.3640000";"";"2+2"
"29";"155";"Mathilde";"Hustoft";"F";"NOR";"Asker SK / Team OASSK";"Norges Cup sprint - junior og senior";"K Senior";"27:58.5";"5:26.0";"2018-03-10T10:34:38.3700000";"";"1+3"
"30";"161";"Bente";"Himle";"F";"NOR";"Voss Skiskytterlag";"Norges Cup sprint - junior og senior";"K Senior";"28:04.1";"5:31.6";"2018-03-10T10:36:44.4340000";"";"3+0"
"31";"133";"Anne Katrine";"Tønset";"F";"NOR";"Røros IL";"Norges Cup sprint - junior og senior";"K Senior";"29:05.9";"6:33.4";"2018-03-10T10:28:26.2670000";"";"2+2"
"32";"152";"Anette";"Berlandstveit";"F";"NOR";"Hålandsdal IL";"Norges Cup sprint - junior og senior";"K Senior";"29:33.9";"7:01.4";"2018-03-10T10:35:14.3160000";"";"0+1"
"33";"158";"Joanna";"Valland";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb";"Norges Cup sprint - junior og senior";"K Senior";"30:00.1";"7:27.7";"2018-03-10T10:37:40.3220000";"";"2+0"
"34";"159";"Ingvild";"Sangesland";"F";"NOR";"Øvrebø IL";"Norges Cup sprint - junior og senior";"K Senior";"0:00.0";"";"";"";""
"35";"142";"Turi Storstrøm";"Thoresen";"F";"NOR";"Alvdal IL";"Norges Cup sprint - junior og senior";"K Senior";"0:00.0";"";"";"";""
"1";"288";"Ukaleq Astri";"Slettemark";"F";"GRL";"Geilo IL / NTG Geilo";"Norges Cup sprint - junior og senior";"K17";"18:57.1";"0:00.0";"2018-03-10T11:09:57.3540000";"";"0+0"
"2";"291";"Mari";"Torsteinsrud";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"Norges Cup sprint - junior og senior";"K17";"19:21.2";"0:24.0";"2018-03-10T11:11:21.5580000";"";"0+2"
"3";"255";"Amalie Denise";"Andersen";"F";"NOR";"Oslo Skiskytterlag";"Norges Cup sprint - junior og senior";"K17";"19:29.6";"0:32.4";"2018-03-10T10:59:29.9560000";"";"0+1"
"4";"268";"Synne";"Owren";"F";"NOR";"Vingrom IL / NTG Lillehammer";"Norges Cup sprint - junior og senior";"K17";"19:37.6";"0:40.4";"2018-03-10T11:03:57.5430000";"";"0+2"
"5";"302";"Hedda Thoresen Tretteteig";"Bolstad";"F";"NOR";"Simostranda IL / NTG Geilo";"Norges Cup sprint - junior og senior";"K17";"19:43.5";"0:46.3";"2018-03-10T11:15:24.2090000";"";"1+1"
"6";"279";"Siri Årsvoll";"Undheim";"F";"NOR";"Figgjo IL / NTG Geilo";"Norges Cup sprint - junior og senior";"K17";"19:45.5";"0:48.3";"2018-03-10T11:07:45.7230000";"";"2+0"
"7";"257";"Maren";"Bakken";"F";"NOR";"Os IL / NTG Lillehammer";"Norges Cup sprint - junior og senior";"K17";"20:13.6";"1:16.4";"2018-03-10T11:00:53.5760000";"";"1+1"
"8";"256";"Mari Andrea Kilskar";"Grevskott";"F";"NOR";"Frol IL / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"K17";"20:27.2";"1:30.0";"2018-03-10T11:00:47.1550000";"";"1+1"
"9";"303";"Vilde";"Børseth";"F";"NOR";"Bjerke IL Ski / NTG Lillehammer";"Norges Cup sprint - junior og senior";"K17";"20:34.8";"1:37.7";"2018-03-10T11:16:35.0020000";"";"0+1"
"10";"280";"Frida Tormodsgard";"Dokken";"F";"NOR";"Svene IL";"Norges Cup sprint - junior og senior";"K17";"20:53.5";"1:56.3";"2018-03-10T11:09:13.6270000";"";"2+2"
"11";"286";"Camilla Helene";"Hals";"F";"NOR";"Try, Idrettslaget";"Norges Cup sprint - junior og senior";"K17";"21:08.4";"2:11.2";"2018-03-10T11:11:28.4720000";"";"1+1"
"12";"292";"Marie";"Grue";"F";"NOR";"Kvikne IL";"Norges Cup sprint - junior og senior";"K17";"21:16.1";"2:18.9";"2018-03-10T11:13:35.9950000";"";"0+0"
"13";"293";"Tuva Aas";"Stræte";"F";"NOR";"Hønefoss Skiskytterklubb / NTG Geilo";"Norges Cup sprint - junior og senior";"K17";"21:32.2";"2:35.0";"2018-03-10T11:14:11.8800000";"";"1+3"
"14";"285";"Hanna";"Børve";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / NTG Geilo";"Norges Cup sprint - junior og senior";"K17";"21:40.4";"2:43.3";"2018-03-10T11:11:39.8750000";"";"2+3"
"15";"289";"Andrine";"Bjørkmo";"F";"NOR";"Bossmo & Ytteren IL / Team Polarsirkelen";"Norges Cup sprint - junior og senior";"K17";"21:52.3";"2:55.2";"2018-03-10T11:13:12.4820000";"";"1+2"
"16";"261";"Ingrid Emblem";"Holte";"F";"NOR";"Gjerstad IL / Team TeVe";"Norges Cup sprint - junior og senior";"K17";"22:02.9";"3:05.7";"2018-03-10T11:04:02.9080000";"";"0+1"
"17";"298";"Andrea Gulaker";"Gjønnes";"F";"NOR";"Oppdal IL / NTG Lillehammer";"Norges Cup sprint - junior og senior";"K17";"22:10.9";"3:13.8";"2018-03-10T11:16:31.1390000";"";"2+1"
"18";"267";"Mari Fosse";"Vaksdal";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"Norges Cup sprint - junior og senior";"K17";"22:24.9";"3:27.7";"2018-03-10T11:06:24.7150000";"";"1+2"
"19";"269";"Ragnhild Sofie Breimyr";"Hansen";"F";"NOR";"Froland IL / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"K17";"22:32.1";"3:34.9";"2018-03-10T11:07:11.6570000";"";"1+2"
"20";"281";"Kristine Gjersvold";"Haug";"F";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"K17";"22:39.9";"3:42.7";"2018-03-10T11:11:20.2850000";"";"1+4"
"21";"271";"Vilde Kverndal";"Veslegard";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"Norges Cup sprint - junior og senior";"K17";"22:46.5";"3:49.3";"2018-03-10T11:08:06.3840000";"";"2+4"
"22";"263";"Tuva";"Skinnarland";"F";"NOR";"Bødalen IF / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"K17";"22:52.9";"3:55.7";"2018-03-10T11:05:32.8670000";"";"2+2"
"23";"299";"Liv Marte";"Aas";"F";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"K17";"22:53.4";"3:56.2";"2018-03-10T11:17:33.8970000";"";"2+1"
"24";"290";"Ane Hagset";"Stavnesli";"F";"NOR";"Molde og Omegn IF";"Norges Cup sprint - junior og senior";"K17";"22:53.7";"3:56.5";"2018-03-10T11:14:33.9950000";"";"1+0"
"25";"284";"Silje Bentzen";"Østby";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"K17";"22:58.5";"4:01.3";"2018-03-10T11:12:38.3100000";"";"0+2"
"26";"277";"Maria Haugse";"Rød";"F";"NOR";"Hålandsdal IL / Team Glalaks";"Norges Cup sprint - junior og senior";"K17";"23:03.1";"4:05.9";"2018-03-10T11:10:23.0620000";"";"2+2"
"27";"260";"Kirsti";"Høiholt-Vågsnes";"F";"NOR";"Vingrom IL";"Norges Cup sprint - junior og senior";"K17";"23:05.8";"4:08.6";"2018-03-10T11:04:45.8640000";"";"2+1"
"28";"282";"Alise Nekstad";"Grave";"F";"NOR";"Fyresdal Skiskyttarlag / Team TeVe";"Norges Cup sprint - junior og senior";"K17";"23:06.3";"4:09.1";"2018-03-10T11:12:06.3620000";"";"1+0"
"29";"264";"Vilde";"Aamlid";"F";"NOR";"Fyresdal Skiskyttarlag / Team TeVe";"Norges Cup sprint - junior og senior";"K17";"23:10.4";"4:13.2";"2018-03-10T11:06:10.5050000";"";"1+3"
