"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Stage";"Class";"Group";"Total Time";"Total TimeHMS";"Total Time2";"Lap";"Rank Class";"Diff Winner Class";"Rank Gender";"Diff Winner Gender";"Rank Total";"Diff Winner Total";"TimeOfDay";"City";""
"279";"Thekla Charlotte Knudtzon";"Brun-Lie";"F";"NOR";"Oslo Skiskytterlag";"Sprint";"K Senior";"Sprint";"23:49.1";"00:23:49.100";"23:49.1";"1";"1";"0:00.0";"83";"5:42.8";"194";"5:42.8";"2016-02-27T11:26:49.7000000";"";""
"275";"Maren";"Wangensteen";"F";"NOR";"Vestre Slidre IL / Team Statkraft Innlandet";"Sprint";"K Senior";"Sprint";"24:33.7";"00:24:33.700";"24:33.7";"1";"2";"0:44.6";"99";"6:27.4";"248";"6:27.4";"2016-02-27T11:26:13.6000000";"";""
"270";"Marion Huber";"Kaas";"F";"NOR";"Tynset IF";"Sprint";"K Senior";"Sprint";"24:47.4";"00:24:47.400";"24:47.4";"1";"3";"0:58.3";"101";"6:41.1";"261";"6:41.1";"2016-02-27T11:24:47.6000000";"";""
"273";"Kristin";"Hjelstuen";"F";"NOR";"Oslo Skiskytterlag / Team Bardøla";"Sprint";"K Senior";"Sprint";"24:51.3";"00:24:51.300";"24:51.3";"1";"4";"1:02.2";"104";"6:45.0";"267";"6:45.0";"2016-02-27T11:25:51.9000000";"";""
"283";"Hanne";"Tingelstad";"F";"NOR";"Tingelstad Skiskytterklubb / Team Statkraft Innlandet";"Sprint";"K Senior";"Sprint";"25:22.8";"00:25:22.800";"25:22.8";"1";"5";"1:33.7";"113";"7:16.5";"291";"7:16.5";"2016-02-27T11:29:43.5000000";"";""
"269";"Karoline";"Næss";"F";"NOR";"Bjerke IL Ski / Team Statkraft Oslofjord";"Sprint";"K Senior";"Sprint";"25:53.5";"00:25:53.500";"25:53.5";"1";"6";"2:04.4";"121";"7:47.2";"311";"7:47.2";"2016-02-27T11:25:34.1000000";"";""
"274";"Heidi";"Berlandstveit";"F";"NOR";"Hålandsdal IL / Sirdal Ski Skiskyting";"Sprint";"K Senior";"Sprint";"26:38.2";"00:26:38.200";"26:38.2";"1";"7";"2:49.1";"132";"8:31.9";"332";"8:31.9";"2016-02-27T11:27:58.4000000";"";""
"280";"Astrid Wathne";"Matthiessen";"F";"NOR";"Fana IL / Team Statkraft Midt-Norge";"Sprint";"K Senior";"Sprint";"26:47.7";"00:26:47.700";"26:47.7";"1";"8";"2:58.6";"134";"8:41.4";"335";"8:41.4";"2016-02-27T11:30:07.7000000";"";""
"276";"Heidi Flo";"Bødal";"F";"NOR";"";"Sprint";"K Senior";"Sprint";"26:52.1";"00:26:52.100";"26:52.1";"1";"9";"3:03.0";"135";"8:45.8";"338";"8:45.8";"2016-02-27T11:28:52.4000000";"";""
"267";"Julie Sønsteby";"Flaagen";"F";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"Sprint";"K Senior";"Sprint";"27:36.7";"00:27:36.700";"27:36.7";"1";"10";"3:47.6";"145";"9:30.4";"354";"9:30.4";"2016-02-27T11:26:37.1000000";"";""
"266";"Anna";"Wikström";"M";"SWE";"";"Sprint";"K Senior";"Sprint";"28:28.6";"00:28:28.600";"28:28.6";"1";"11";"4:39.5";"220";"8:48.4";"367";"10:22.3";"2016-02-27T11:27:08.9000000";"";""
"272";"Kristine";"Vognild";"F";"NOR";"Bjerke IL Ski";"Sprint";"K Senior";"Sprint";"30:33.6";"00:30:33.600";"30:33.6";"1";"12";"6:44.5";"150";"12:27.3";"406";"12:27.3";"2016-02-27T11:31:13.9000000";"";""
"271";"Turid";"SALBU";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"Sprint";"K Senior";"Sprint";"DSQ";"00:25:53.400";"DSQ";"1";"13";"";"151";"";"484";"";"";"";""
"268";"Ingvild";"Sangesland";"F";"NOR";"Øvrebø IL / Team Statkraft Midt-Norge";"Sprint";"K Senior";"Sprint";"DSQ";"00:23:47.600";"DSQ";"1";"14";"";"152";"";"485";"";"";"";""
"324";"Marit";"Øygard";"F";"NOR";"Skrautvål IL / Team Valdres Ski";"Sprint";"K17";"Sprint";"19:01.3";"00:19:01.300";"19:01.3";"1";"1";"0:00.0";"2";"0:55.0";"2";"0:55.0";"2016-02-27T14:02:21.4000000";"";""
"337";"Elvira";"Öberg";"M";"SWE";"";"Sprint";"K17";"Sprint";"19:40.2";"00:19:40.200";"19:40.2";"1";"2";"0:38.9";"1";"0:00.0";"4";"1:33.9";"2016-02-27T14:07:20.2000000";"";""
"333";"Marthe Kråkstad";"Johansen";"F";"NOR";"Bossmo & Ytteren IL";"Sprint";"K17";"Sprint";"19:54.6";"00:19:54.600";"19:54.6";"1";"3";"0:53.3";"5";"1:48.3";"6";"1:48.3";"2016-02-27T14:06:15.3000000";"";""
"350";"Hilde";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"Sprint";"K17";"Sprint";"20:07.6";"00:20:07.600";"20:07.6";"1";"4";"1:06.3";"8";"2:01.3";"9";"2:01.3";"2016-02-27T14:12:07.9000000";"";""
"362";"Sigrid Flo";"Bødal";"F";"NOR";"Stårheim IL / NTG Lillehammer";"Sprint";"K17";"Sprint";"20:08.6";"00:20:08.600";"20:08.6";"1";"5";"1:07.3";"9";"2:02.3";"10";"2:02.3";"2016-02-27T14:16:08.3000000";"";""
"360";"Juni";"Arnekleiv";"F";"NOR";"Dombås IL / NTG Lillehammer";"Sprint";"K17";"Sprint";"20:09.7";"00:20:09.700";"20:09.7";"1";"6";"1:08.4";"10";"2:03.4";"11";"2:03.4";"2016-02-27T14:15:29.1000000";"";""
"331";"Marte Lien";"Johnsen";"F";"NOR";"Byåsen Skiskytterlag / Heimdal VGS";"Sprint";"K17";"Sprint";"20:29.9";"00:20:29.900";"20:29.9";"1";"7";"1:28.6";"16";"2:23.6";"19";"2:23.6";"2016-02-27T14:06:10.1000000";"";""
"325";"Martine";"Lundby";"F";"NOR";"Østre Toten Skilag";"Sprint";"K17";"Sprint";"20:35.2";"00:20:35.200";"20:35.2";"1";"8";"1:33.9";"20";"2:28.9";"25";"2:28.9";"2016-02-27T14:04:15.7000000";"";""
"338";"Ingrid";"Nordbotten";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Sprint";"K17";"Sprint";"20:35.8";"00:20:35.800";"20:35.8";"1";"9";"1:34.5";"21";"2:29.5";"26";"2:29.5";"2016-02-27T14:08:36.3000000";"";""
"367";"Ingrid Kristine";"Wright-Hagen";"F";"NOR";"Åsnes Skiskytterlag / NTG Lillehammer";"Sprint";"K17";"Sprint";"20:37.4";"00:20:37.400";"20:37.4";"1";"10";"1:36.1";"22";"2:31.1";"27";"2:31.1";"2016-02-27T14:18:17.8000000";"";""
"348";"Kristina Hipolan";"Bergmann";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"Sprint";"K17";"Sprint";"20:37.5";"00:20:37.500";"20:37.5";"1";"11";"1:36.2";"23";"2:31.2";"28";"2:31.2";"2016-02-27T14:11:58.4000000";"";""
"351";"Andrine Øverland";"Hatling";"F";"NOR";"Fana IL / NTG Geilo";"Sprint";"K17";"Sprint";"20:41.8";"00:20:41.800";"20:41.8";"1";"12";"1:40.5";"24";"2:35.5";"29";"2:35.5";"2016-02-27T14:13:01.3000000";"";""
"326";"Vilde Hagen";"FRIIS";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"Sprint";"K17";"Sprint";"20:43.3";"00:20:43.300";"20:43.3";"1";"13";"1:42.0";"25";"2:37.0";"30";"2:37.0";"2016-02-27T14:04:43.9000000";"";""
"359";"Tora Eid";"Løvås";"F";"NOR";"Trondhjems Skiskyttere";"Sprint";"K17";"Sprint";"20:56.7";"00:20:56.700";"20:56.7";"1";"14";"1:55.4";"29";"2:50.4";"34";"2:50.4";"2016-02-27T14:15:56.4000000";"";""
"339";"Therese Eikrem";"Blindheim";"F";"NOR";"Fossum IF / Wang Toppidrett";"Sprint";"K17";"Sprint";"20:56.9";"00:20:56.900";"20:56.9";"1";"15";"1:55.6";"30";"2:50.6";"35";"2:50.6";"2016-02-27T14:09:17.1000000";"";""
"370";"Guro Hennissen";"Hermann";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"Sprint";"K17";"Sprint";"20:58.3";"00:20:58.300";"20:58.3";"1";"16";"1:57.0";"31";"2:52.0";"36";"2:52.0";"2016-02-27T14:19:38.7000000";"";""
"341";"Ingrid";"Idland";"F";"NOR";"Figgjo IL";"Sprint";"K17";"Sprint";"21:14.1";"00:21:14.100";"21:14.1";"1";"17";"2:12.8";"36";"3:07.8";"46";"3:07.8";"2016-02-27T14:10:14.6000000";"";""
"364";"Veronica Berget";"Doseth";"F";"NOR";"Dombås IL";"Sprint";"K17";"Sprint";"21:28.2";"00:21:28.200";"21:28.2";"1";"18";"2:26.9";"37";"3:21.9";"50";"3:21.9";"2016-02-27T14:18:08.9000000";"";""
"334";"Guri";"Sandvold";"F";"NOR";"Tynset IF";"Sprint";"K17";"Sprint";"21:30.2";"00:21:30.200";"21:30.2";"1";"19";"2:28.9";"39";"3:23.9";"53";"3:23.9";"2016-02-27T14:08:10.8000000";"";""
"345";"Hanne Eggen";"Persson";"F";"NOR";"Vingrom IL / NTG Lillehammer";"Sprint";"K17";"Sprint";"21:34.9";"00:21:34.900";"21:34.9";"1";"20";"2:33.6";"43";"3:28.6";"62";"3:28.6";"2016-02-27T14:11:54.7000000";"";""
"346";"Rikke Gjeitnes";"Dahle";"F";"NOR";"Molde og Omegn IF";"Sprint";"K17";"Sprint";"21:35.6";"00:21:35.600";"21:35.6";"1";"21";"2:34.3";"44";"3:29.3";"63";"3:29.3";"2016-02-27T14:12:15.6000000";"";""
"327";"Maria Munch";"Starheim";"F";"NOR";"Stårheim IL";"Sprint";"K17";"Sprint";"21:36.8";"00:21:36.800";"21:36.8";"1";"22";"2:35.5";"45";"3:30.5";"65";"3:30.5";"2016-02-27T14:05:57.0000000";"";""
"342";"Siri";"Aas";"F";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Sprint";"K17";"Sprint";"21:41.9";"00:21:41.900";"21:41.9";"1";"23";"2:40.6";"46";"3:35.6";"68";"3:35.6";"2016-02-27T14:11:02.6000000";"";""
"323";"Tilda";"Johansson";"M";"NOR";"";"Sprint";"K17";"Sprint";"21:52.5";"00:21:52.500";"21:52.5";"1";"24";"2:51.2";"31";"2:12.3";"78";"3:46.2";"2016-02-27T14:04:53.3000000";"";""
"353";"Hildegunn";"Vekseth";"F";"NOR";"Snåsa Skiskytterlag";"Sprint";"K17";"Sprint";"22:08.7";"00:22:08.700";"22:08.7";"1";"25";"3:07.4";"52";"4:02.4";"92";"4:02.4";"2016-02-27T14:15:09.0000000";"";""
"340";"Stine";"Bratteng";"F";"NOR";"Nittedal Skiskytterlag / NTG Lillehammer";"Sprint";"K17";"Sprint";"22:13.5";"00:22:13.500";"22:13.5";"1";"26";"3:12.2";"53";"4:07.2";"95";"4:07.2";"2016-02-27T14:10:54.3000000";"";""
"329";"Sara Holm";"Lægreid";"F";"NOR";"Bærums Skiklub / Wang Toppidrett";"Sprint";"K17";"Sprint";"22:26.0";"00:22:26.000";"22:26.0";"1";"27";"3:24.7";"58";"4:19.7";"109";"4:19.7";"2016-02-27T14:07:26.0000000";"";""
"369";"Tori";"Angell";"F";"NOR";"Odda IL / Team Glalaks";"Sprint";"K17";"Sprint";"22:32.8";"00:22:32.800";"22:32.8";"1";"28";"3:31.5";"61";"4:26.5";"117";"4:26.5";"2016-02-27T14:20:53.3000000";"";""
"365";"Tonje Bruem";"Reistad";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"Sprint";"K17";"Sprint";"22:39.4";"00:22:39.400";"22:39.4";"1";"29";"3:38.1";"63";"4:33.1";"125";"4:33.1";"2016-02-27T14:19:39.7000000";"";""
"328";"Guro Seline";"Herfoss";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"Sprint";"K17";"Sprint";"23:02.0";"00:23:02.000";"23:02.0";"1";"30";"4:00.7";"70";"4:55.7";"146";"4:55.7";"2016-02-27T14:07:42.0000000";"";""
"349";"Malin";"Jøranli";"F";"NOR";"Nordre Land IL / Team Valdres Ski";"Sprint";"K17";"Sprint";"23:12.9";"00:23:12.900";"23:12.9";"1";"31";"4:11.6";"75";"5:06.6";"161";"5:06.6";"2016-02-27T14:14:53.3000000";"";""
"330";"Ingrid Stølan";"Husøy";"F";"NOR";"Molde og Omegn IF";"Sprint";"K17";"Sprint";"23:13.6";"00:23:13.600";"23:13.6";"1";"32";"4:12.3";"76";"5:07.3";"162";"5:07.3";"2016-02-27T14:08:34.7000000";"";""
"344";"Sunniva";"Sørheim";"F";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"Sprint";"K17";"Sprint";"23:19.2";"00:23:19.200";"23:19.2";"1";"33";"4:17.9";"77";"5:12.9";"166";"5:12.9";"2016-02-27T14:13:19.5000000";"";""
"357";"Cornelia Zachariassen";"Rørvik";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Sprint";"K17";"Sprint";"23:24.1";"00:23:24.100";"23:24.1";"1";"34";"4:22.8";"78";"5:17.8";"167";"5:17.8";"2016-02-27T14:17:44.6000000";"";""
"363";"Andrine Håstul";"Flom";"F";"NOR";"Drangedal Idrettslag / Meråker Videregående skole";"Sprint";"K17";"Sprint";"23:26.3";"00:23:26.300";"23:26.3";"1";"35";"4:25.0";"79";"5:20.0";"171";"5:20.0";"2016-02-27T14:19:47.1000000";"";""
"356";"Nora Landerud";"Svingen";"F";"NOR";"Svene IL / NTG Geilo";"Sprint";"K17";"Sprint";"23:40.0";"00:23:40.000";"23:40.0";"1";"36";"4:38.7";"80";"5:33.7";"185";"5:33.7";"2016-02-27T14:17:40.3000000";"";""
"371";"Amalie Kristine";"Triumf";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"Sprint";"K17";"Sprint";"23:46.6";"00:23:46.600";"23:46.6";"1";"37";"4:45.3";"81";"5:40.3";"190";"5:40.3";"2016-02-27T14:22:47.2000000";"";""
"347";"Idunn Raade";"Olsen";"F";"NOR";"Tromsø Skiskytterlag / NTG-T";"Sprint";"K17";"Sprint";"23:53.5";"00:23:53.500";"23:53.5";"1";"38";"4:52.2";"86";"5:47.2";"202";"5:47.2";"2016-02-27T14:14:53.7000000";"";""
"335";"Stine";"Myhre";"F";"NOR";"Østre Toten Skilag";"Sprint";"K17";"Sprint";"23:55.3";"00:23:55.300";"23:55.3";"1";"39";"4:54.0";"88";"5:49.0";"208";"5:49.0";"2016-02-27T14:10:55.6000000";"";""
"332";"Emma Krogh";"Pedersen";"F";"NOR";"Nordkyn IL / Nordreisa vgs";"Sprint";"K17";"Sprint";"24:14.5";"00:24:14.500";"24:14.5";"1";"40";"5:13.2";"93";"6:08.2";"230";"6:08.2";"2016-02-27T14:10:15.1000000";"";""
"361";"Lina Kvitvang";"Benan";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Sprint";"K17";"Sprint";"24:23.7";"00:24:23.700";"24:23.7";"1";"41";"5:22.4";"94";"6:17.4";"236";"6:17.4";"2016-02-27T14:20:04.1000000";"";""
"343";"Randine";"Nes";"F";"NOR";"Fana IL / Team Glalaks";"Sprint";"K17";"Sprint";"25:00.9";"00:25:00.900";"25:00.9";"1";"42";"5:59.6";"107";"6:54.6";"274";"6:54.6";"2016-02-27T14:14:41.8000000";"";""
"368";"Tuva Eilevsdotter";"Sørbøen";"F";"NOR";"Ål Skiskyttarlag / Sirdal Ski Skiskyting";"Sprint";"K17";"Sprint";"25:07.3";"00:25:07.300";"25:07.3";"1";"43";"6:06.0";"109";"7:01.0";"279";"7:01.0";"2016-02-27T14:23:07.7000000";"";""
"358";"Rikke Hjelseth";"Larsen";"F";"NOR";"IL Bevern / Team Kongsberg";"Sprint";"K17";"Sprint";"25:20.5";"00:25:20.500";"25:20.5";"1";"44";"6:19.2";"112";"7:14.2";"289";"7:14.2";"2016-02-27T14:20:01.5000000";"";""
"336";"Mari Skjevling";"Erlandsen";"F";"NOR";"Hønefoss Skiskytterklubb / Team Skiguard Buskerud";"Sprint";"K17";"Sprint";"26:07.9";"00:26:07.900";"26:07.9";"1";"45";"7:06.6";"124";"8:01.6";"318";"8:01.6";"2016-02-27T14:13:28.5000000";"";""
"355";"Marte Eriksen";"Hensema";"F";"NOR";"Bødalen IF / Sirdal Ski Skiskyting";"Sprint";"K17";"Sprint";"26:12.0";"00:26:12.000";"26:12.0";"1";"46";"7:10.7";"125";"8:05.7";"320";"8:05.7";"2016-02-27T14:19:52.2000000";"";""
"366";"Anna-Frida";"VINGER";"F";"NOR";"Østre Toten Skilag";"Sprint";"K17";"Sprint";"26:21.1";"00:26:21.100";"26:21.1";"1";"47";"7:19.8";"128";"8:14.8";"324";"8:14.8";"2016-02-27T14:23:41.2000000";"";""
"352";"Andrine";"Green";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"Sprint";"K17";"Sprint";"28:34.9";"00:28:34.900";"28:34.9";"1";"48";"9:33.6";"148";"10:28.6";"369";"10:28.6";"2016-02-27T14:21:15.3000000";"";""
"294";"Randi Sollid";"Nordvang";"F";"NOR";"Vik IL / NTG Lillehammer";"Sprint";"K18";"Sprint";"20:15.3";"00:20:15.300";"20:15.3";"1";"1";"0:00.0";"12";"2:09.0";"13";"2:09.0";"2016-02-27T13:53:35.4000000";"";""
"289";"Mari";"Wetterhus";"F";"NOR";"Svene IL / NTG Lillehammer";"Sprint";"K18";"Sprint";"20:29.5";"00:20:29.500";"20:29.5";"1";"2";"0:14.2";"15";"2:23.2";"18";"2:23.2";"2016-02-27T13:52:10.0000000";"";""
"315";"Kristiane";"HOLM";"F";"NOR";"Simostranda IL / NTG Geilo";"Sprint";"K18";"Sprint";"20:32.7";"00:20:32.700";"20:32.7";"1";"3";"0:17.4";"17";"2:26.4";"20";"2:26.4";"2016-02-27T14:00:53.1000000";"";""
"298";"Marte Løvaas";"Søvik";"F";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"Sprint";"K18";"Sprint";"20:34.0";"00:20:34.000";"20:34.0";"1";"4";"0:18.7";"18";"2:27.7";"22";"2:27.7";"2016-02-27T13:55:14.0000000";"";""
"296";"Hilvi Emerense";"HAMAR";"F";"NOR";"Byåsen Skiskytterlag";"Sprint";"K18";"Sprint";"20:34.9";"00:20:34.900";"20:34.9";"1";"5";"0:19.6";"19";"2:28.6";"23";"2:28.6";"2016-02-27T13:54:35.5000000";"";""
"311";"Synne Findal";"Skar";"F";"NOR";"";"Sprint";"K18";"Sprint";"20:59.4";"00:20:59.400";"20:59.4";"1";"6";"0:44.1";"32";"2:53.1";"37";"2:53.1";"2016-02-27T14:00:00.0000000";"";""
"302";"Ingrid";"Gausemel";"F";"NOR";"Hornindal IL";"Sprint";"K18";"Sprint";"21:11.5";"00:21:11.500";"21:11.5";"1";"7";"0:56.2";"34";"3:05.2";"44";"3:05.2";"2016-02-27T13:57:11.8000000";"";""
"321";"Kristin";"SANDE";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / NTG Geilo";"Sprint";"K18";"Sprint";"21:12.5";"00:21:12.500";"21:12.5";"1";"8";"0:57.2";"35";"3:06.2";"45";"3:06.2";"2016-02-27T14:03:32.9000000";"";""
"303";"Silje";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"Sprint";"K18";"Sprint";"21:30.8";"00:21:30.800";"21:30.8";"1";"9";"1:15.5";"40";"3:24.5";"54";"3:24.5";"2016-02-27T13:57:51.4000000";"";""
"320";"Toril Bakka";"Nygård";"F";"NOR";"Haltdalen IL / Meråker Videregående skole";"Sprint";"K18";"Sprint";"21:32.6";"00:21:32.600";"21:32.6";"1";"10";"1:17.3";"41";"3:26.3";"58";"3:26.3";"2016-02-27T14:03:33.3000000";"";""
"293";"Marit Ishol";"Skogan";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Sprint";"K18";"Sprint";"21:34.2";"00:21:34.200";"21:34.2";"1";"11";"1:18.9";"42";"3:27.9";"61";"3:27.9";"2016-02-27T13:54:34.3000000";"";""
"305";"Johanna Fjerdingen";"Moan";"F";"NOR";"Røros IL";"Sprint";"K18";"Sprint";"21:43.3";"00:21:43.300";"21:43.3";"1";"12";"1:28.0";"47";"3:37.0";"71";"3:37.0";"2016-02-27T13:58:43.7000000";"";""
"318";"Emma";"STAVELI";"F";"NOR";"Orkdal IL / Meråker Videregående skole";"Sprint";"K18";"Sprint";"21:56.5";"00:21:56.500";"21:56.5";"1";"13";"1:41.2";"48";"3:50.2";"80";"3:50.2";"2016-02-27T14:03:16.8000000";"";""
"304";"Ane Einbu";"Baugerød";"F";"NOR";"IL Bevern / NTG Lillehammer";"Sprint";"K18";"Sprint";"22:07.5";"00:22:07.500";"22:07.5";"1";"14";"1:52.2";"50";"4:01.2";"88";"4:01.2";"2016-02-27T13:58:47.2000000";"";""
"290";"Marie Henriksen";"Langseth";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"Sprint";"K18";"Sprint";"22:07.8";"00:22:07.800";"22:07.8";"1";"15";"1:52.5";"51";"4:01.5";"90";"4:01.5";"2016-02-27T13:54:08.2000000";"";""
"292";"Stina";"Brattegard";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"Sprint";"K18";"Sprint";"22:24.2";"00:22:24.200";"22:24.2";"1";"16";"2:08.9";"57";"4:17.9";"108";"4:17.9";"2016-02-27T13:55:04.9000000";"";""
"319";"Sigrid Flataas";"AUNE";"F";"NOR";"";"Sprint";"K18";"Sprint";"22:27.5";"00:22:27.500";"22:27.5";"1";"17";"2:12.2";"59";"4:21.2";"110";"4:21.2";"2016-02-27T14:04:08.0000000";"";""
"317";"Vilde Aurora Gusevik";"Skotland";"F";"NOR";"Try, Idrettslaget / NTG Lillehammer";"Sprint";"K18";"Sprint";"22:34.9";"00:22:34.900";"22:34.9";"1";"18";"2:19.6";"62";"4:28.6";"120";"4:28.6";"2016-02-27T14:03:35.7000000";"";""
"308";"Ine";"Skjellum";"F";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"Sprint";"K18";"Sprint";"22:41.8";"00:22:41.800";"22:41.8";"1";"19";"2:26.5";"64";"4:35.5";"129";"4:35.5";"2016-02-27T14:00:42.4000000";"";""
"313";"Yngvild";"Brandt";"F";"NOR";"Stiklestad IL / Meråker Videregående skole";"Sprint";"K18";"Sprint";"22:46.6";"00:22:46.600";"22:46.6";"1";"20";"2:31.3";"65";"4:40.3";"133";"4:40.3";"2016-02-27T14:02:26.8000000";"";""
"287";"Elise Skeide";"Bakke";"F";"NOR";"Eid IL";"Sprint";"K18";"Sprint";"22:58.0";"00:22:58.000";"22:58.0";"1";"21";"2:42.7";"68";"4:51.7";"143";"4:51.7";"2016-02-27T13:53:58.3000000";"";""
"301";"Emilie";"Auestad";"F";"NOR";"Nittedal Skiskytterlag";"Sprint";"K18";"Sprint";"23:00.1";"00:23:00.100";"23:00.1";"1";"22";"2:44.8";"69";"4:53.8";"145";"4:53.8";"2016-02-27T13:58:40.2000000";"";""
"288";"Berit";"Bjørkevoll";"F";"NOR";"Nittedal Skiskytterlag";"Sprint";"K18";"Sprint";"23:48.5";"00:23:48.500";"23:48.5";"1";"23";"3:33.2";"82";"5:42.2";"193";"5:42.2";"2016-02-27T13:55:07.5000000";"";""
"314";"Kjersti Kvistad";"Dengerud";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Sprint";"K18";"Sprint";"23:49.1";"00:23:49.100";"23:49.1";"1";"24";"3:33.8";"83";"5:42.8";"194";"5:42.8";"2016-02-27T14:03:49.3000000";"";""
"300";"Frida";"Dahl";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Sprint";"K18";"Sprint";"24:14.1";"00:24:14.100";"24:14.1";"1";"25";"3:58.8";"92";"6:07.8";"228";"6:07.8";"2016-02-27T13:59:34.5000000";"";""
"316";"Anniken Wiig";"Helland-Hansen";"F";"NOR";"Bærums Skiklub";"Sprint";"K18";"Sprint";"24:41.9";"00:24:41.900";"24:41.9";"1";"26";"4:26.6";"100";"6:35.6";"258";"6:35.6";"2016-02-27T14:05:22.3000000";"";""
"297";"Line";"Sølberg";"F";"NOR";"Leik, IL / Heimdal VGS";"Sprint";"K18";"Sprint";"24:50.5";"00:24:50.500";"24:50.5";"1";"27";"4:35.2";"102";"6:44.2";"265";"6:44.2";"2016-02-27T13:59:10.9000000";"";""
"306";"Bettina";"Storkås";"F";"NOR";"Øvrebø IL / Sirdal Ski Skiskyting";"Sprint";"K18";"Sprint";"25:48.0";"00:25:48.000";"25:48.0";"1";"28";"5:32.7";"120";"7:41.7";"307";"7:41.7";"2016-02-27T14:03:08.8000000";"";""
"299";"Hilde";"Tjørhom";"F";"NOR";"Sirdal Skilag / Sirdal Ski Skiskyting";"Sprint";"K18";"Sprint";"25:59.1";"00:25:59.100";"25:59.1";"1";"29";"5:43.8";"122";"7:52.8";"313";"7:52.8";"2016-02-27T14:00:59.2000000";"";""
"295";"Tora Johanne";"Solvang";"F";"NOR";"Indre Balsfjord Skiskytterlag / Team Troms & Finnmark";"Sprint";"K18";"Sprint";"26:20.2";"00:26:20.200";"26:20.2";"1";"30";"6:04.9";"127";"8:13.9";"323";"8:13.9";"2016-02-27T14:00:00.9000000";"";""
"309";"Synnøve";"Stølen";"F";"NOR";"Oppdal IL / Meråker Videregående skole";"Sprint";"K18";"Sprint";"28:48.8";"00:28:48.800";"28:48.8";"1";"31";"8:33.5";"149";"10:42.5";"371";"10:42.5";"2016-02-27T14:07:09.3000000";"";""
"8";"Emilie Ågheim";"Kalkenberg";"F";"NOR";"Skonseng UL";"Sprint";"K19";"Sprint";"18:06.3";"00:18:06.300";"18:06.3";"1";"1";"0:00.0";"1";"0:00.0";"1";"0:00.0";"2016-02-27T09:50:46.8000000";"";""
"5";"Ida";"Lien";"F";"NOR";"Simostranda IL / NTG Geilo";"Sprint";"K19";"Sprint";"19:37.4";"00:19:37.400";"19:37.4";"1";"2";"1:31.1";"3";"1:31.1";"3";"1:31.1";"2016-02-27T09:51:18.1000000";"";""
"25";"Kristina";"Skjevdal";"F";"NOR";"Røros IL";"Sprint";"K19";"Sprint";"19:40.5";"00:19:40.500";"19:40.5";"1";"3";"1:34.2";"4";"1:34.2";"5";"1:34.2";"2016-02-27T09:58:00.9000000";"";""
"7";"Sigrid Johannesen";"Livik";"F";"NOR";"Meråker Skiskytterklubb / Meråker Videregående skole";"Sprint";"K19";"Sprint";"20:02.1";"00:20:02.100";"20:02.1";"1";"4";"1:55.8";"6";"1:55.8";"7";"1:55.8";"2016-02-27T09:52:22.9000000";"";""
"4";"Karoline";"Erdal";"F";"NOR";"Førde IL / NTG Geilo";"Sprint";"K19";"Sprint";"20:06.6";"00:20:06.600";"20:06.6";"1";"5";"2:00.3";"7";"2:00.3";"8";"2:00.3";"2016-02-27T09:51:26.7000000";"";""
"26";"Une Christiane Tronerud";"Kvelvane";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"Sprint";"K19";"Sprint";"20:12.1";"00:20:12.100";"20:12.1";"1";"6";"2:05.8";"11";"2:05.8";"12";"2:05.8";"2016-02-27T09:58:51.9000000";"";""
"19";"Kirsten Daae";"Wiig";"F";"NOR";"Ullensaker SK / NTG Lillehammer";"Sprint";"K19";"Sprint";"20:16.0";"00:20:16.000";"20:16.0";"1";"7";"2:09.7";"13";"2:09.7";"14";"2:09.7";"2016-02-27T09:56:36.4000000";"";""
