"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"312";"493";"Andrine Øverland";"Hatling";"F";"NOR";"Fana IL / NTG Geilo";"St.opphold 2.sk";"K18-19";"1:16.2";"0:31.8";"2018-01-07T14:31:38.8010000";"";"4+2"
"318";"510";"Ingvild Tronstad";"Andersen";"F";"NOR";"IL Bevern / Team Kongsberg";"St.opphold 2.sk";"K18-19";"1:16.6";"0:32.3";"2018-01-07T14:36:03.2950000";"";"1+1"
"319";"454";"Ingrid Stølan";"Husøy";"F";"NOR";"Molde og Omegn IF";"St.opphold 2.sk";"K18-19";"1:16.7";"0:32.4";"2018-01-07T14:18:19.5530000";"";"2+2"
"321";"446";"Kristin";"Mestad";"F";"NOR";"Torridal IL / Sirdal Ski Skiskyting";"St.opphold 2.sk";"K18-19";"1:16.9";"0:32.5";"2018-01-07T14:15:32.8390000";"";"0+3"
"325";"490";"Oda Støen";"Kolkinn";"F";"NOR";"Søndre Ål Sportsklubb / Meråker Videregående skole";"St.opphold 2.sk";"K18-19";"1:17.1";"0:32.8";"2018-01-07T14:29:25.0070000";"";"0+2"
"329";"488";"Siri";"Aas";"F";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"St.opphold 2.sk";"K18-19";"1:17.3";"0:33.0";"2018-01-07T14:28:29.8590000";"";"1+4"
"340";"497";"Sara";"Borchgrevink";"F";"NOR";"Fossum IF / Wang Toppidrett";"St.opphold 2.sk";"K18-19";"1:18.4";"0:34.1";"2018-01-07T14:32:57.6250000";"";"2+4"
"341";"443";"Mia";"Norheim";"F";"NOR";"Oppdal IL";"St.opphold 2.sk";"K18-19";"1:18.5";"0:34.2";"2018-01-07T14:16:52.5090000";"";"2+2"
"345";"470";"Andrine Håstul";"Flom";"F";"NOR";"Drangedal Idrettslag / Meråker Videregående skole";"St.opphold 2.sk";"K18-19";"1:19.3";"0:34.9";"2018-01-07T14:23:42.9780000";"";"2+3"
"346";"448";"Guro Hennissen";"Hermann";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"St.opphold 2.sk";"K18-19";"1:19.4";"0:35.1";"2018-01-07T14:16:34.1410000";"";"3+5"
"357";"508";"Eirin";"Tufteland";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Glalaks";"St.opphold 2.sk";"K18-19";"1:20.2";"0:35.9";"2018-01-07T14:39:31.2800000";"";"3+3"
"369";"460";"Sofia";"Heim";"F";"NOR";"Tromsø Skiskytterlag / NTG-T";"St.opphold 2.sk";"K18-19";"1:22.3";"0:37.9";"2018-01-07T14:23:03.9390000";"";"2+3"
"382";"484";"Sara Holm";"Lægreid";"F";"NOR";"Bærums Skiklub / Wang Toppidrett";"St.opphold 2.sk";"K18-19";"1:23.6";"0:39.2";"2018-01-07T14:27:14.3240000";"";"0+1"
"384";"453";"Marie";"Næss";"F";"NOR";"Bjerke IL Ski";"St.opphold 2.sk";"K18-19";"1:23.7";"0:39.4";"2018-01-07T14:17:21.6930000";"";"1+2"
"392";"517";"Mari Skjevling";"Erlandsen";"F";"NOR";"Hønefoss Skiskytterklubb / Team Skiguard Buskerud";"St.opphold 2.sk";"K18-19";"1:24.6";"0:40.2";"2018-01-07T14:41:52.1770000";"";"2+4"
"394";"498";"Synne Håstul";"Flom";"F";"NOR";"Drangedal Idrettslag / Meråker Videregående skole";"St.opphold 2.sk";"K18-19";"1:24.9";"0:40.5";"2018-01-07T14:34:50.9580000";"";"2+2"
"399";"455";"Maren";"Aaserud";"F";"NOR";"Svene IL / Team Kongsberg";"St.opphold 2.sk";"K18-19";"1:25.2";"0:40.9";"2018-01-07T14:22:09.0080000";"";"2+2"
"403";"456";"Gina";"Nygård";"F";"NOR";"Tynset IF / Team Toyota Slettum Bil";"St.opphold 2.sk";"K18-19";"1:26.2";"0:41.8";"2018-01-07T14:23:33.5240000";"";"1+2"
"410";"483";"Åsne Margrete";"Kleiv";"F";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"St.opphold 2.sk";"K18-19";"1:28.7";"0:44.4";"2018-01-07T14:29:40.9540000";"";"1+3"
"415";"515";"Benedicte Stien";"Schreiner";"F";"NOR";"Skonseng UL / Team Polarsirkelen";"St.opphold 2.sk";"K18-19";"1:29.2";"0:44.9";"2018-01-07T14:38:02.7150000";"";"1+4"
"417";"474";"Ingvild";"Røstad";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"St.opphold 2.sk";"K18-19";"1:29.4";"0:45.0";"2018-01-07T14:27:59.6620000";"";"3+1"
"418";"507";"Katinka Dorothea Rayner-Battle";"Kleveland";"F";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"St.opphold 2.sk";"K18-19";"1:29.4";"0:45.0";"2018-01-07T14:36:33.7100000";"";"0+4"
"425";"482";"Ida Baasland";"Solbjørg";"F";"NOR";"Moi IL / Sirdal Ski Skiskyting";"St.opphold 2.sk";"K18-19";"1:31.5";"0:47.1";"2018-01-07T14:27:18.8150000";"";"1+3"
"429";"459";"Vibeke Kvistad";"Dengerud";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"St.opphold 2.sk";"K18-19";"1:32.5";"0:48.1";"2018-01-07T14:22:00.2100000";"";"2+1"
"435";"505";"Anne Bunemann";"De Besche";"F";"NOR";"Try, Idrettslaget / Wang Toppidrett";"St.opphold 2.sk";"K18-19";"1:34.4";"0:50.1";"2018-01-07T14:34:17.4020000";"";"1+0"
"436";"491";"Amalie Kristine";"Triumf";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"St.opphold 2.sk";"K18-19";"1:35.1";"0:50.7";"2018-01-07T14:31:52.0070000";"";"3+2"
"441";"444";"Martine Knudsen";"Nordengen";"F";"NOR";"Fet SK";"St.opphold 2.sk";"K18-19";"1:35.9";"0:51.5";"2018-01-07T14:17:33.8680000";"";"0+2"
"442";"467";"Elise";"Reingjerdskog";"F";"NOR";"Tromsø Skiskytterlag / NTG-T";"St.opphold 2.sk";"K18-19";"1:36.0";"0:51.7";"2018-01-07T14:23:58.3730000";"";"1+1"
"450";"486";"Sofie Bergan";"Bjaadal";"F";"NOR";"Lier IL / NTG Lillehammer";"St.opphold 2.sk";"K18-19";"1:45.2";"1:00.9";"2018-01-07T14:29:43.2480000";"";"0+3"
"470";"466";"Therese Eikrem";"Blindheim";"F";"NOR";"Fossum IF / Wang Toppidrett";"St.opphold 2.sk";"K18-19";"0:00.0";"";"";"";""
"470";"457";"Stine";"Bratteng";"F";"NOR";"Nittedal Skiskytterlag / NTG Lillehammer";"St.opphold 2.sk";"K18-19";"0:00.0";"";"";"";""
"470";"501";"Sigrid Flo";"Bødal";"F";"NOR";"Stårheim IL / NTG Lillehammer";"St.opphold 2.sk";"K18-19";"0:00.0";"";"";"";""
"470";"449";"Mina de Lange";"Claussen";"F";"NOR";"Bærums Skiklub";"St.opphold 2.sk";"K18-19";"0:00.0";"";"";"";""
"470";"451";"Martine";"Lundby";"F";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"St.opphold 2.sk";"K18-19";"0:00.0";"";"";"";""
"470";"492";"Hanne Eggen";"Persson";"F";"NOR";"Vingrom IL / NTG Lillehammer";"St.opphold 2.sk";"K18-19";"0:00.0";"";"";"";""
"470";"503";"Tonje";"Rustand";"F";"NOR";"Svene IL / Team Kongsberg";"St.opphold 2.sk";"K18-19";"0:00.0";"";"";"";""
"470";"462";"Guri";"Sandvold";"F";"NOR";"Tynset IF / Team Toyota Slettum Bil";"St.opphold 2.sk";"K18-19";"0:00.0";"";"";"";""
"145";"255";"Une Christiane Tronerud";"Kvelvane";"F";"NOR";"Voss Skiskytterlag / Team Maxim";"St.opphold 2.sk";"K20-21";"1:04.6";"0:20.2";"2018-01-07T11:01:58.7210000";"";"5+2"
"216";"246";"Malin Auganæs";"Bergtun";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Glalaks";"St.opphold 2.sk";"K20-21";"1:10.0";"0:25.6";"2018-01-07T10:57:09.2200000";"";"2+1"
"222";"267";"Line";"Sølberg";"F";"NOR";"Leik, IL / Trondheim Biathlon Team";"St.opphold 2.sk";"K20-21";"1:10.4";"0:26.0";"2018-01-07T11:05:52.0200000";"";"2+3"
"246";"248";"Silje";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"St.opphold 2.sk";"K20-21";"1:11.8";"0:27.5";"2018-01-07T10:59:24.3360000";"";"3+2"
"250";"252";"Ine";"Skjellum";"F";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"St.opphold 2.sk";"K20-21";"1:11.9";"0:27.6";"2018-01-07T10:58:42.3870000";"";"0+2"
"257";"261";"Johanna Fjerdingen";"Moan";"F";"NOR";"Røros IL / Team Toyota Slettum Bil";"St.opphold 2.sk";"K20-21";"1:12.5";"0:28.2";"2018-01-07T11:02:37.0210000";"";"1+3"
"260";"263";"Mari";"Wetterhus";"F";"NOR";"Svene IL / Team Maxim";"St.opphold 2.sk";"K20-21";"1:12.7";"0:28.4";"2018-01-07T11:01:04.6510000";"";"0+0"
"264";"268";"Kjersti Kvistad";"Dengerud";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"St.opphold 2.sk";"K20-21";"1:12.9";"0:28.6";"2018-01-07T11:05:16.0090000";"";"2+2"
"271";"254";"Ane Einbu";"Baugerød";"F";"NOR";"IL Bevern / Team Woodcon";"St.opphold 2.sk";"K20-21";"1:13.5";"0:29.2";"2018-01-07T11:00:01.4360000";"";"1+2"
"290";"249";"Hege";"Kittelsen";"F";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"St.opphold 2.sk";"K20-21";"1:14.4";"0:30.0";"2018-01-07T10:58:10.3280000";"";"1+3"
"293";"260";"Stina";"Brattegard";"F";"NOR";"Ål Skiskyttarlag / Team Skiguard Buskerud";"St.opphold 2.sk";"K20-21";"1:14.8";"0:30.5";"2018-01-07T11:02:02.0200000";"";"2+2"
"322";"259";"Synne Findal";"Skar";"F";"NOR";"Sannidal Idrettslag / Team Maxim";"St.opphold 2.sk";"K20-21";"1:17.0";"0:32.6";"2018-01-07T11:01:29.8710000";"";"1+3"
"333";"251";"Vilde Aurora Gusevik";"Skotland";"F";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"St.opphold 2.sk";"K20-21";"1:17.5";"0:33.2";"2018-01-07T10:57:57.8990000";"";"1+2"
"338";"270";"Randi Sollid";"Nordvang";"F";"NOR";"Vik IL / Team Maxim";"St.opphold 2.sk";"K20-21";"1:18.1";"0:33.8";"2018-01-07T11:02:57.2950000";"";"0+2"
"367";"250";"Kirsten Daae";"Wiig";"F";"NOR";"Ullensaker SK";"St.opphold 2.sk";"K20-21";"1:21.9";"0:37.5";"2018-01-07T10:58:26.3880000";"";"2+4"
"408";"266";"Kristiane";"HOLM";"F";"NOR";"Simostranda IL / Team Skiguard Buskerud";"St.opphold 2.sk";"K20-21";"1:27.9";"0:43.6";"2018-01-07T11:05:25.2960000";"";"1+2"
"461";"257";"Ida";"Lien";"F";"NOR";"Simostranda IL";"St.opphold 2.sk";"K20-21";"2:16.1";"1:31.7";"2018-01-07T11:02:21.6060000";"";"3+4"
"463";"256";"Kristin";"SANDE";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Maxim";"St.opphold 2.sk";"K20-21";"0:00.0";"";"";"";""
"470";"262";"Frida";"Dahl";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"St.opphold 2.sk";"K20-21";"0:00.0";"";"";"";""
"470";"264";"Silje";"Gløtheim";"F";"NOR";"Røros IL / Trondheim Biathlon Team";"St.opphold 2.sk";"K20-21";"0:00.0";"";"";"";""
"470";"265";"Ingrid";"Grue";"F";"NOR";"Kvikne IL";"St.opphold 2.sk";"K20-21";"0:00.0";"";"";"";""
"470";"258";"Marie Henriksen";"Langseth";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"St.opphold 2.sk";"K20-21";"0:00.0";"";"";"";""
"470";"269";"Marit Ishol";"Skogan";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"St.opphold 2.sk";"K20-21";"0:00.0";"";"";"";""
"470";"247";"Margit";"Sørensen";"F";"NOR";"Fet SK / Sirdal Ski Skiskyting";"St.opphold 2.sk";"K20-21";"0:00.0";"";"";"";""
"470";"253";"Marte Løvaas";"Søvik";"F";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"St.opphold 2.sk";"K20-21";"0:00.0";"";"";"";""
"1";"290";"Martin";"LINDLAND";"M";"NOR";"Bødalen IF / Team Skiguard Buskerud";"St.opphold 2.sk";"M Senior";"0:44.4";"0:00.0";"2018-01-07T13:26:53.9110000";"";"2+0"
"3";"299";"Andreas";"Kvam";"M";"NOR";"Meldal IL / Team Maxim";"St.opphold 2.sk";"M Senior";"0:47.4";"0:03.1";"2018-01-07T13:29:03.4380000";"";"2+1"
"5";"274";"Thomas";"Fenne";"M";"NOR";"Voss Skiskytterlag";"St.opphold 2.sk";"M Senior";"0:47.6";"0:03.2";"2018-01-07T13:20:40.4500000";"";"1+4"
"6";"284";"Simon Ågheim";"Kalkenberg";"M";"NOR";"Skonseng UL";"St.opphold 2.sk";"M Senior";"0:47.6";"0:03.3";"2018-01-07T13:24:23.1490000";"";"1+2"
"10";"277";"Vemund Ravnsborg";"Gurigard";"M";"NOR";"Vingrom IL / Team Maxim";"St.opphold 2.sk";"M Senior";"0:49.9";"0:05.5";"2018-01-07T13:21:53.8440000";"";"1+2"
"12";"283";"Aleksander Morsund";"Karlsen";"M";"NOR";"Lier IL / Team Lier Skiskyting";"St.opphold 2.sk";"M Senior";"0:50.6";"0:06.2";"2018-01-07T13:24:25.2330000";"";"2+3"
"14";"286";"Amund Hoff";"Thomassen";"M";"NOR";"Sauda Skiskytterlag";"St.opphold 2.sk";"M Senior";"0:50.7";"0:06.4";"2018-01-07T13:24:57.7100000";"";"1+1"
"15";"320";"Tore";"Leren";"M";"NOR";"Vik IL / Team Mesterbakeren";"St.opphold 2.sk";"M Senior";"0:50.9";"0:06.5";"2018-01-07T13:36:05.2410000";"";"1+1"
"16";"332";"Bjarte";"Solvang";"M";"NOR";"Hålandsdal IL / Team Glalaks";"St.opphold 2.sk";"M Senior";"0:50.9";"0:06.6";"2018-01-07T13:39:59.7450000";"";"1+3"
"18";"333";"Kristoffer Langøien";"Skjelvik";"M";"NOR";"Os IL";"St.opphold 2.sk";"M Senior";"0:51.2";"0:06.9";"2018-01-07T13:40:00.7690000";"";"0+2"
"19";"304";"Øystein";"Ulekleiv";"M";"NOR";"Dombås IL";"St.opphold 2.sk";"M Senior";"0:51.3";"0:07.0";"2018-01-07T13:29:54.8030000";"";"0+1"
"22";"331";"Martin";"Femsteinevik";"M";"NOR";"Hålandsdal IL / Team Glalaks";"St.opphold 2.sk";"M Senior";"0:51.8";"0:07.4";"2018-01-07T13:39:38.5100000";"";"2+1"
"25";"321";"Pål Kristian Grue";"Tufte";"M";"NOR";"Geilo IL";"St.opphold 2.sk";"M Senior";"0:52.0";"0:07.6";"2018-01-07T13:35:47.8600000";"";"0+3"
"27";"281";"Johan Eirik";"Meland";"M";"NOR";"Markane IL / Team Intersport Oppdal";"St.opphold 2.sk";"M Senior";"0:52.4";"0:08.1";"2018-01-07T13:23:52.1480000";"";"2+3"
"28";"292";"Brage Malm";"MONSTAD";"M";"NOR";"Lier IL / Team Lier Skiskyting";"St.opphold 2.sk";"M Senior";"0:52.5";"0:08.1";"2018-01-07T13:30:12.2660000";"";"4+1"
"30";"316";"Håkon";"Svaland";"M";"NOR";"Birkenes IL / Team Mesterbakeren";"St.opphold 2.sk";"M Senior";"0:52.7";"0:08.4";"2018-01-07T13:34:23.0430000";"";"1+3"
"34";"280";"Ole Andreas";"Flotten";"M";"NOR";"Oppdal IL / Team Intersport Oppdal";"St.opphold 2.sk";"M Senior";"0:53.7";"0:09.4";"2018-01-07T13:23:00.1110000";"";"1+1"
"37";"311";"Bjarte";"Mørkve";"M";"NOR";"Eldar IL / Team Glalaks";"St.opphold 2.sk";"M Senior";"0:53.9";"0:09.6";"2018-01-07T13:33:53.7400000";"";"1+1"
"40";"282";"Asbjørn";"Wold";"M";"NOR";"Vik IL";"St.opphold 2.sk";"M Senior";"0:54.2";"0:09.9";"2018-01-07T13:24:20.2170000";"";"1+3"
"44";"287";"Lars Aasheim";"Svaland";"M";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"St.opphold 2.sk";"M Senior";"0:54.7";"0:10.4";"2018-01-07T13:24:27.9490000";"";"0+1"
"47";"300";"Magne";"Harborg";"M";"NOR";"Røros IL / Team Toyota Slettum Bil";"St.opphold 2.sk";"M Senior";"0:55.1";"0:10.7";"2018-01-07T13:31:01.8380000";"";"0+1"
"50";"308";"Sindre Fjellheim";"Jorde";"M";"NOR";"Asker SK / Holmenkollen Biathlon";"St.opphold 2.sk";"M Senior";"0:55.3";"0:11.0";"2018-01-07T13:31:38.4970000";"";"0+4"
"60";"279";"Sigve Ness";"Rolland";"M";"NOR";"Tingvoll IL / Trondheim Biathlon Team";"St.opphold 2.sk";"M Senior";"0:57.1";"0:12.8";"2018-01-07T13:22:54.2260000";"";"1+2"
"63";"303";"Thomas";"Storvik";"M";"NOR";"Bærums Skiklub / Team OASSK";"St.opphold 2.sk";"M Senior";"0:57.2";"0:12.8";"2018-01-07T13:32:05.5840000";"";"3+3"
"76";"325";"Jon Nikolai Ims";"Skåland";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"St.opphold 2.sk";"M Senior";"0:58.4";"0:14.0";"2018-01-07T13:38:31.0290000";"";"0+3"
"77";"301";"Jarle Midthjell";"Gjørven";"M";"NOR";"Markane IL";"St.opphold 2.sk";"M Senior";"0:58.4";"0:14.0";"2018-01-07T13:31:12.4700000";"";"2+1"
"83";"293";"Sondre";"Bollum";"M";"NOR";"Gjøvik SK / Team Intersport Oppdal";"St.opphold 2.sk";"M Senior";"0:58.8";"0:14.5";"2018-01-07T13:26:43.8610000";"";"0+3"
"84";"289";"Sverre Ryland";"Glomnes";"M";"NOR";"Fet SK / Holmenkollen Biathlon";"St.opphold 2.sk";"M Senior";"0:58.9";"0:14.5";"2018-01-07T13:26:46.8400000";"";"1+0"
"91";"330";"Sindre";"Pettersen";"M";"NOR";"Nittedal Skiskytterlag";"St.opphold 2.sk";"M Senior";"0:59.6";"0:15.2";"2018-01-07T13:38:54.6920000";"";"1+4"
"102";"312";"Tobias Eid";"Løvås";"M";"NOR";"Trondhjems Skiskyttere";"St.opphold 2.sk";"M Senior";"1:00.4";"0:16.0";"2018-01-07T13:34:52.3360000";"";"2+2"
"104";"309";"Arild";"Fosse";"M";"NOR";"Voss Skiskytterlag";"St.opphold 2.sk";"M Senior";"1:00.6";"0:16.2";"2018-01-07T13:32:53.0770000";"";"1+3"
"106";"285";"Elias Schirmer";"Raphael";"M";"NOR";"Meråker Skiskytterklubb";"St.opphold 2.sk";"M Senior";"1:01.2";"0:16.8";"2018-01-07T13:26:02.9180000";"";"1+1"
"109";"305";"Markus Zachariassen";"Rørvik";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"St.opphold 2.sk";"M Senior";"1:01.7";"0:17.3";"2018-01-07T13:31:22.8810000";"";"0+2"
"110";"328";"Hogne Findal";"Skar";"M";"NOR";"Sannidal Idrettslag";"St.opphold 2.sk";"M Senior";"1:01.7";"0:17.3";"2018-01-07T13:38:43.5650000";"";"0+1"
"115";"291";"Steinar";"Valbø";"M";"NOR";"Drangedal Idrettslag / Team TeVe";"St.opphold 2.sk";"M Senior";"1:02.4";"0:18.0";"2018-01-07T13:28:16.5690000";"";"0+2"
"116";"324";"Joar Grov";"Turvoll";"M";"NOR";"Vik IL / Team Glalaks";"St.opphold 2.sk";"M Senior";"1:02.4";"0:18.1";"2018-01-07T13:38:05.0270000";"";"0+4"
"127";"329";"Syver";"Nygård";"M";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"St.opphold 2.sk";"M Senior";"1:03.0";"0:18.7";"2018-01-07T13:40:32.7240000";"";"1+0"
"135";"310";"Magnar Kne";"Galåen";"M";"NOR";"Røros IL";"St.opphold 2.sk";"M Senior";"1:03.7";"0:19.4";"2018-01-07T13:34:11.6770000";"";"1+2"
"141";"275";"Steinar";"Riksaasen";"M";"NOR";"Dombås IL";"St.opphold 2.sk";"M Senior";"1:04.2";"0:19.8";"2018-01-07T13:22:52.6440000";"";"1+3"
"144";"278";"Kristian";"Grue";"M";"NOR";"Fet SK / Team Skiguard Buskerud";"St.opphold 2.sk";"M Senior";"1:04.3";"0:19.9";"2018-01-07T13:23:22.9320000";"";"0+3"
"157";"296";"Even";"Nordbø";"M";"NOR";"Fyresdal Skiskyttarlag / Team Skiguard Buskerud";"St.opphold 2.sk";"M Senior";"1:05.5";"0:21.2";"2018-01-07T13:28:53.5150000";"";"0+4"
"162";"315";"Mattis";"HAUG";"M";"NOR";"Fet SK";"St.opphold 2.sk";"M Senior";"1:05.7";"0:21.4";"2018-01-07T13:34:32.3160000";"";"0+2"
"184";"323";"Erlend";"Gammelsæter";"M";"NOR";"Tingelstad Skiskytterklubb";"St.opphold 2.sk";"M Senior";"1:07.4";"0:23.0";"2018-01-07T13:41:08.7780000";"";"3+3"
"204";"307";"Tommi";"Luchsinger";"M";"NOR";"IL Bevern / Team Skiguard Buskerud";"St.opphold 2.sk";"M Senior";"1:08.7";"0:24.4";"2018-01-07T13:32:12.6640000";"";"1+3"
"248";"313";"Jens Petter";"Toresen";"M";"NOR";"Oslo Skiskytterlag";"St.opphold 2.sk";"M Senior";"1:11.8";"0:27.4";"2018-01-07T13:35:08.9690000";"";"0+1"
"375";"318";"Ole Johann Rødvik";"Kilskar";"M";"NOR";"Frol IL";"St.opphold 2.sk";"M Senior";"1:23.0";"0:38.7";"2018-01-07T13:37:44.1710000";"";"2+2"
"396";"319";"Endre";"Blikra";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"St.opphold 2.sk";"M Senior";"1:25.1";"0:40.7";"2018-01-07T13:37:18.2640000";"";"2+3"
"463";"295";"Magnus";"Håkonsen";"M";"NOR";"Bø Skiskyttarlag / Team TeVe";"St.opphold 2.sk";"M Senior";"1:28.3";"";"";"";"2+3"
"470";"288";"Erlend Øvereng";"Bjøntegaard";"M";"NOR";"IL Bevern";"St.opphold 2.sk";"M Senior";"0:00.0";"";"";"";""
"470";"297";"Andreas Kjeverud";"Eggen";"M";"NOR";"Hernes IL / Team Intersport Oppdal";"St.opphold 2.sk";"M Senior";"0:00.0";"";"";"";""
"470";"327";"Thomas";"Gifstad";"M";"NOR";"Oslo Skiskytterlag";"St.opphold 2.sk";"M Senior";"0:00.0";"";"";"";""
"470";"298";"Leif Malvin";"HJELMEVOLL";"M";"NOR";"Vik IL / Team Intersport Oppdal";"St.opphold 2.sk";"M Senior";"0:00.0";"";"";"";""
"470";"276";"Kristoffer";"Jonsson";"M";"NOR";"Vingrom IL / Team Maxim";"St.opphold 2.sk";"M Senior";"0:00.0";"";"";"";""
"470";"306";"Kristian Østberg";"Killingberg";"M";"";"Lier IL / Team Lier Skiskyting";"St.opphold 2.sk";"M Senior";"0:00.0";"";"";"";""
"470";"322";"Jonas Uglem";"MOBAKKEN";"M";"NOR";"Oslo Skiskytterlag";"St.opphold 2.sk";"M Senior";"0:00.0";"";"";"";""
"470";"317";"Anders Brekke";"Nilsen";"M";"NOR";"IL Bevern / Team Skiguard Buskerud";"St.opphold 2.sk";"M Senior";"0:00.0";"";"";"";""
"470";"314";"Øystein";"Nordbotten";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"St.opphold 2.sk";"M Senior";"0:00.0";"";"";"";""
"470";"294";"Vegard Bruem";"Reistad";"M";"NOR";"Stiklestad IL";"St.opphold 2.sk";"M Senior";"0:00.0";"";"";"";""
"470";"302";"Martin Lien";"Spjøtvold";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"St.opphold 2.sk";"M Senior";"0:00.0";"";"";"";""
"470";"326";"Aasmund Kjøllmoen";"Steien";"M";"NOR";"Folldal IF";"St.opphold 2.sk";"M Senior";"0:00.0";"";"";"";""
"41";"198";"Martin";"Nevland";"M";"NOR";"Figgjo IL / Team iSandnes";"St.opphold 2.sk";"M17";"0:54.3";"0:09.9";"2018-01-07T10:39:20.0830000";"";"3+1"
"57";"225";"Tobias";"Ottersen";"M";"NOR";"Ullensaker SK / NTG Lillehammer";"St.opphold 2.sk";"M17";"0:56.3";"0:11.9";"2018-01-07T10:47:46.7480000";"";"2+1"
"67";"162";"Aksel Emil";"Aasbø";"M";"NOR";"Try, Idrettslaget";"St.opphold 2.sk";"M17";"0:57.4";"0:13.0";"2018-01-07T10:26:13.7150000";"";"1+0"
"72";"211";"Eirik";"Idland";"M";"NOR";"Figgjo IL / Team iSandnes";"St.opphold 2.sk";"M17";"0:58.1";"0:13.7";"2018-01-07T10:41:39.3450000";"";"0+3"
"89";"169";"Sivert Raddum";"Skaug";"M";"NOR";"Tretten Skiskytterlag / Stryn Videregående Skole";"St.opphold 2.sk";"M17";"0:59.3";"0:15.0";"2018-01-07T10:29:08.1390000";"";"2+5"
"114";"187";"Knut Dahlen";"Aspenes";"M";"NOR";"Skatval Skilag";"St.opphold 2.sk";"M17";"1:02.2";"0:17.9";"2018-01-07T10:37:49.4430000";"";"5+3"
"155";"239";"Sigurd";"Grevstad";"M";"NOR";"Fossum IF";"St.opphold 2.sk";"M17";"1:05.4";"0:21.0";"2018-01-07T10:53:51.8850000";"";"2+4"
"161";"199";"Mats";"Maalø";"M";"NOR";"Skatval Skilag / Meråker Videregående skole";"St.opphold 2.sk";"M17";"1:05.7";"0:21.4";"2018-01-07T10:39:45.2650000";"";"2+3"
"170";"180";"Brian";"Hofstad";"M";"NOR";"Skatval Skilag";"St.opphold 2.sk";"M17";"1:06.3";"0:22.0";"2018-01-07T10:36:48.9460000";"";"5+5"
"171";"207";"Gaute Kvittum";"Nytrøen";"M";"NOR";"Tynset IF / Team Toyota Slettum Bil";"St.opphold 2.sk";"M17";"1:06.3";"0:21.9";"2018-01-07T10:42:29.2960000";"";"3+1"
"178";"223";"Sigurd";"Holemark";"M";"NOR";"Hønefoss Skiskytterklubb / NTG Geilo";"St.opphold 2.sk";"M17";"1:06.6";"0:22.2";"2018-01-07T10:48:05.0430000";"";"2+2"
"179";"175";"Asgeir";"Espeland";"M";"NOR";"Tynset IF / Team Toyota Slettum Bil";"St.opphold 2.sk";"M17";"1:06.6";"0:22.3";"2018-01-07T10:31:59.6340000";"";"3+3"
"186";"232";"Henrik";"Kraft";"M";"NOR";"Skatval Skilag";"St.opphold 2.sk";"M17";"1:07.4";"0:23.1";"2018-01-07T10:51:13.6830000";"";"1+2"
"187";"190";"Magnus";"Aasbø";"M";"NOR";"Gjerstad IL / Sirdal Ski Skiskyting";"St.opphold 2.sk";"M17";"1:07.5";"0:23.1";"2018-01-07T10:37:52.7580000";"";"3+4"
"190";"235";"Andreas Hårberg";"Jensrud";"M";"NOR";"Lier IL";"St.opphold 2.sk";"M17";"1:08.0";"0:23.7";"2018-01-07T10:54:30.1180000";"";"4+3"
"206";"192";"Torjus Engeset";"Woldsund";"M";"NOR";"Volda Turn og IL";"St.opphold 2.sk";"M17";"1:08.9";"0:24.6";"2018-01-07T10:38:16.9710000";"";"2+3"
"207";"174";"Åsbjørn Langeland";"Øvland";"M";"NOR";"Øvrebø IL / Sirdal Ski Skiskyting";"St.opphold 2.sk";"M17";"1:09.0";"0:24.6";"2018-01-07T10:31:04.2470000";"";"0+3"
